sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid,so2_level,co_level,o3_level,o3_8hr_level,pm10_level,pm2.5_level,no2_level,nox_level,no_level,windspeed_level
二林,彰化縣,99,懸浮微粒,普通,2.3,0.27,44.0,42.0,80.0,36.0,4.0,4.5,0.0,1.3,6,2025-04-08 06:00,,0.2,28.7,74,2.0,120.409653,23.925175,35,低,低,中,中,中,中,低,低,低,弱
線西,彰化縣,90,臭氧八小時,普通,0.8,0.23,61.0,67.0,61.0,26.0,4.0,3.9,0.0,2.1,12,2025-04-08 06:00,,0.2,25.9,63,1.0,120.469061,24.131672,34,低,低,中,高,低,中,低,低,低,弱
彰化,彰化縣,98,細懸浮微粒,普通,0.7,0.24,54.0,46.0,56.0,26.0,5.0,6.0,0.7,1.0,24,2025-04-08 06:00,,0.3,29.5,61,1.0,120.541519,24.066,33,低,低,中,中,低,中,低,低,低,弱
西屯,臺中市,117,細懸浮微粒,對敏感族群不健康,1.8,0.29,39.0,30.0,77.0,33.0,9.0,10.8,1.1,1.2,8,2025-04-08 06:00,,0.4,36.8,74,2.0,120.616917,24.162197,32,低,低,中,低,中,中,低,低,低,弱
忠明,臺中市,105,細懸浮微粒,對敏感族群不健康,1.3,0.34,35.0,35.0,65.0,30.0,12.0,13.8,1.5,0.9,14,2025-04-08 06:00,,0.4,32.0,68,2.0,120.641092,24.151958,31,低,低,低,中,低,中,低,低,低,弱
大里,臺中市,118,細懸浮微粒,對敏感族群不健康,1.5,0.45,19.0,25.0,81.0,38.0,14.0,15.1,0.2,0.4,256,2025-04-08 06:00,,0.4,37.5,71,1.0,120.67844444,24.09961111,30,低,低,低,低,中,中,低,低,低,弱
沙鹿,臺中市,104,懸浮微粒,對敏感族群不健康,1.6,0.25,56.0,45.0,74.0,25.0,8.0,8.9,0.6,1.6,339,2025-04-08 06:00,,0.3,30.6,82,2.0,120.568794,24.225628,29,低,低,中,中,低,中,低,低,低,弱
豐原,臺中市,73,細懸浮微粒,普通,0.9,0.36,38.0,37.0,64.0,31.0,9.0,9.9,0.8,1.2,329,2025-04-08 06:00,,0.3,20.6,36,1.0,120.74252414,24.25699731,28,低,低,中,中,低,中,低,低,低,弱
三義,苗栗縣,76,細懸浮微粒,普通,1.1,0.33,22.0,36.0,34.0,21.0,7.0,8.3,0.8,1.0,191,2025-04-08 06:00,,0.3,21.5,35,1.0,120.75956754,24.38248443,27,低,低,低,中,低,中,低,低,低,弱
苗栗,苗栗縣,94,細懸浮微粒,普通,1.7,0.23,53.0,50.0,54.0,24.0,4.0,5.8,1.4,0.5,7,2025-04-08 06:00,,0.2,28.2,62,1.0,120.82011468,24.56499183,26,低,低,中,中,低,中,低,低,低,弱
頭份,苗栗縣,88,細懸浮微粒,普通,2.1,0.25,52.0,60.0,51.0,30.0,5.0,6.2,1.0,1.1,299,2025-04-08 06:00,,0.2,26.1,58,1.0,120.89869286,24.69690679,25,低,低,中,高,低,中,低,低,低,弱
新竹,新竹市,87,細懸浮微粒,普通,1.0,0.25,48.0,43.0,56.0,25.0,6.0,7.3,0.7,0.6,277,2025-04-08 06:00,,0.3,25.5,52,1.0,120.97236752,24.8056356,24,低,低,中,中,低,中,低,低,低,弱
竹東,新竹縣,77,細懸浮微粒,普通,0.9,0.3,34.0,12.0,60.0,22.0,6.0,7.0,0.7,1.0,103,2025-04-08 06:00,,0.3,22.1,38,0.0,121.08895493,24.74091408,23,低,低,低,低,低,中,低,低,低,弱
湖口,新竹縣,76,細懸浮微粒,普通,0.5,0.23,44.0,37.0,57.0,21.0,5.0,5.9,0.3,0.4,236,2025-04-08 06:00,,0.3,21.6,48,1.0,121.03886894,24.90009696,22,低,低,中,中,低,中,低,低,低,弱
龍潭,桃園市,84,細懸浮微粒,普通,0.7,0.26,38.0,24.0,74.0,31.0,8.0,8.8,0.3,1.5,188,2025-04-08 06:00,,0.3,24.5,52,1.0,121.21645772,24.86400048,21,低,低,中,低,低,中,低,低,低,弱
平鎮,桃園市,67,懸浮微粒,普通,0.4,0.28,43.0,29.0,59.0,23.0,9.0,9.5,0.1,0.8,280,2025-04-08 06:00,,0.4,17.7,45,0.0,121.203986,24.952786,20,低,低,中,低,低,中,低,低,低,弱
觀音,桃園市,76,細懸浮微粒,普通,1.1,0.22,35.0,33.0,48.0,20.0,10.0,10.3,0.0,0.5,228,2025-04-08 06:00,,0.3,21.6,42,1.0,121.08283092,25.03556747,19,低,低,低,中,低,中,低,低,低,弱
大園,桃園市,66,細懸浮微粒,普通,0.5,0.28,38.0,28.0,53.0,23.0,8.0,9.4,1.2,1.1,215,2025-04-08 06:00,,0.4,17.8,37,1.0,121.20251473,25.06100357,18,低,低,中,低,低,中,低,低,低,弱
桃園,桃園市,69,細懸浮微粒,普通,1.5,0.41,30.0,24.0,57.0,32.0,18.0,19.1,0.8,1.0,188,2025-04-08 06:00,,0.4,19.2,33,1.0,121.30500531,24.9947107,17,低,低,低,低,低,中,低,低,低,弱
松山,臺北市,62,細懸浮微粒,普通,1.6,0.29,24.0,26.0,20.0,14.0,13.0,16.6,2.7,0.5,50,2025-04-08 06:00,,0.3,16.4,25,1.0,121.578611,25.05,15,低,低,低,低,低,低,低,低,低,弱
古亭,臺北市,58,細懸浮微粒,普通,0.6,0.26,22.0,30.0,15.0,17.0,9.0,9.9,0.7,0.6,126,2025-04-08 06:00,,0.3,15.1,22,0.0,121.529556,25.020608,14,低,低,低,低,低,低,低,低,低,弱
萬華,臺北市,59,細懸浮微粒,普通,0.4,0.68,1.0,25.0,32.0,19.0,30.0,34.6,3.6,0.3,149,2025-04-08 06:00,,0.4,15.4,25,0.0,121.507972,25.046503,13,低,低,低,低,低,低,中,中,低,弱
中山,臺北市,58,細懸浮微粒,普通,0.7,0.59,12.0,27.0,28.0,13.0,20.0,23.7,3.2,0.7,212,2025-04-08 06:00,,0.4,15.1,27,0.0,121.526528,25.062361,12,低,低,低,低,低,低,中,低,低,弱
士林,臺北市,52,細懸浮微粒,普通,0.4,0.3,19.0,36.0,24.0,11.0,11.0,12.0,0.2,0.4,357,2025-04-08 06:00,,0.2,13.0,25,0.0,121.51666356,25.10334003,11,低,低,低,中,低,低,低,低,低,弱
淡水,新北市,59,細懸浮微粒,普通,0.7,0.36,17.0,41.0,32.0,15.0,15.0,16.3,0.6,1.5,150,2025-04-08 06:00,,0.2,15.6,29,0.0,121.449239,25.1645,10,低,低,低,中,低,低,低,低,低,弱
林口,新北市,67,細懸浮微粒,普通,2.0,0.33,33.0,40.0,56.0,25.0,19.0,21.0,1.2,1.8,234,2025-04-08 06:00,,0.2,18.5,38,1.0,121.36548982,25.07798949,9,低,低,低,中,低,中,低,低,低,弱
菜寮,新北市,65,細懸浮微粒,普通,0.6,0.63,0.0,20.0,31.0,23.0,38.0,57.4,19.0,0.5,268,2025-04-08 06:00,,0.4,17.7,29,0.0,121.481028,25.06895,8,低,低,低,低,低,中,中,中,低,弱
新莊,新北市,53,細懸浮微粒,普通,0.1,0.43,7.0,17.0,24.0,15.0,18.0,19.3,0.8,0.6,245,2025-04-08 06:00,,0.4,13.1,25,0.0,121.4325,25.037972,7,低,低,低,低,低,低,低,低,低,弱
板橋,新北市,53,細懸浮微粒,普通,1.3,0.49,1.0,20.0,27.0,13.0,24.0,27.2,2.4,0.8,259,2025-04-08 06:00,,0.4,13.4,24,1.0,121.458667,25.012972,6,低,低,低,低,低,低,中,低,低,弱
土城,新北市,58,細懸浮微粒,普通,0.7,0.5,0.0,11.0,35.0,17.0,24.0,42.3,18.2,0.2,117,2025-04-08 06:00,,0.4,15.0,23,0.0,121.451861,24.982528,5,低,低,低,低,低,低,中,中,低,弱
新店,新北市,46,,良好,0.3,0.23,25.0,39.0,18.0,11.0,5.0,5.9,0.4,1.6,205,2025-04-08 06:00,,0.2,11.5,18,0.0,121.537778,24.977222,4,低,低,低,中,低,低,低,低,低,弱
萬里,新北市,52,細懸浮微粒,普通,0.6,0.27,36.0,37.0,26.0,14.0,3.0,3.4,0.0,3.1,225,2025-04-08 06:00,,0.2,12.7,24,0.0,121.689881,25.179667,3,低,低,低,中,低,低,低,低,低,弱
汐止,新北市,53,細懸浮微粒,普通,0.6,0.38,0.0,10.0,28.0,12.0,21.0,55.7,34.0,0.3,6,2025-04-08 06:00,,0.3,13.3,25,0.0,121.64081,25.06624,2,低,低,低,低,低,低,中,中,中,弱
基隆,基隆市,44,,良好,1.5,0.36,12.0,24.0,20.0,13.0,11.0,12.9,1.9,0.3,270,2025-04-08 06:00,,0.3,11.0,24,1.0,121.760056,25.129167,1,低,低,低,低,低,低,低,低,低,弱
屏東(枋山),屏東縣,50,,良好,0.1,0.15,52.0,54.0,12.0,3.0,1.0,2.1,0.2,2.3,88,2025-04-08 05:00,,0.1,5.5,17,0.0,120.651472,22.260899,313,低,低,中,中,低,低,低,低,低,弱
臺南（南化）,臺南市,53,細懸浮微粒,普通,0.1,0.21,9.0,14.0,16.0,12.0,1.0,2.0,0.1,1.8,147,2025-04-08 05:00,,0.2,13.2,20,0.0,120.44583156,23.04562013,312,低,低,低,低,低,低,低,低,低,弱
新北（樹林）,新北市,44,,良好,0.4,0.35,4.0,9.0,17.0,10.0,11.0,13.9,2.0,0.0,6,2025-04-08 05:00,,0.3,11.0,19,0.0,121.38352778,24.94902778,311,低,低,低,低,低,低,低,低,低,弱
台中市（和平區消防隊）,臺中市,55,細懸浮微粒,普通,0.3,0.29,14.0,21.0,23.0,13.0,6.0,8.7,2.2,0.1,321,2025-04-08 05:00,,0.3,13.9,22,0.0,120.883858,24.174592,310,低,低,低,低,低,低,低,低,低,弱
屏東（琉球）,屏東縣,72,細懸浮微粒,普通,4.1,0.26,53.0,53.0,37.0,17.0,6.0,6.1,0.0,1.1,0,2025-04-08 05:00,,0.2,20.2,41,1.0,120.37722,22.35222,204,低,低,中,中,低,低,低,低,低,弱
臺南（麻豆）,臺南市,105,細懸浮微粒,對敏感族群不健康,0.5,0.32,13.0,33.0,92.0,41.0,18.0,19.6,0.8,1.4,13,2025-04-08 05:00,,0.3,32.3,71,1.0,120.24583056,23.17904722,203,低,低,低,中,中,高,低,低,低,弱
高雄（湖內）,高雄市,86,細懸浮微粒,普通,1.5,0.29,26.0,32.0,41.0,22.0,10.0,11.4,1.2,0.3,341,2025-04-08 05:00,,0.3,25.4,57,1.0,120.24535,22.87985556,202,低,低,低,中,低,中,低,低,低,弱
宜蘭（頭城）,宜蘭縣,57,細懸浮微粒,普通,0.7,0.22,16.0,37.0,30.0,13.0,15.0,16.8,1.1,0.2,196,2025-04-08 05:00,,0.2,14.7,35,0.0,121.82463916,24.85366672,201,低,低,低,中,低,低,低,低,低,弱
員林,彰化縣,111,細懸浮微粒,對敏感族群不健康,2.3,0.43,34.0,48.0,72.0,42.0,8.0,9.4,0.9,1.3,331,2025-04-08 05:00,,0.3,34.5,67,1.0,120.5631893,23.9615945,139,低,低,低,中,低,高,低,低,低,弱
大城,彰化縣,108,臭氧八小時,對敏感族群不健康,0.6,0.23,54.0,73.0,61.0,29.0,5.0,5.9,0.7,0.4,25,2025-04-08 05:00,,0.2,24.4,58,1.0,120.26964167,23.85493056,85,低,低,中,高,低,中,低,低,低,弱
富貴角,新北市,47,,良好,1.2,0.24,47.0,48.0,33.0,14.0,3.0,3.5,0.0,1.1,285,2025-04-08 05:00,,0.1,11.7,24,0.0,121.53656894,25.29681695,84,低,低,中,中,低,低,低,低,低,弱
關山,臺東縣,59,細懸浮微粒,普通,0.7,0.19,29.0,36.0,27.0,17.0,2.0,3.3,0.7,0.3,118,2025-04-08 05:00,,0.1,15.4,29,0.0,121.161933,23.045083,80,低,低,低,中,低,低,低,低,低,弱
馬公,澎湖縣,108,臭氧八小時,對敏感族群不健康,0.5,0.23,70.0,73.0,47.0,25.0,2.0,2.3,0.3,1.9,12,2025-04-08 05:00,,0.2,24.5,53,0.0,119.566158,23.569031,78,低,低,中,高,低,中,低,低,低,弱
金門,金門縣,107,細懸浮微粒,對敏感族群不健康,1.7,0.34,31.0,56.0,76.0,35.0,21.0,22.8,1.0,0.6,332,2025-04-08 05:00,,0.3,32.9,67,1.0,118.312256,24.432133,77,低,低,低,中,中,中,中,低,低,弱
馬祖,連江縣,122,臭氧八小時,對敏感族群不健康,3.3,0.51,67.0,77.0,79.0,41.0,7.0,8.0,0.5,2.3,342,2025-04-08 05:00,,0.3,31.0,67,1.0,119.952724,26.153736,75,低,低,中,高,中,高,低,低,低,弱
埔里,南投縣,70,細懸浮微粒,普通,1.0,0.31,10.0,18.0,31.0,19.0,4.0,5.9,1.1,0.3,167,2025-04-08 05:00,,0.3,19.5,32,1.0,120.967903,23.968842,72,低,低,低,低,低,低,低,低,低,弱
復興,高雄市,78,細懸浮微粒,普通,1.0,0.3,50.0,53.0,40.0,20.0,8.0,9.3,0.7,0.4,121,2025-04-08 05:00,,0.3,22.2,41,1.0,120.312017,22.608711,71,低,低,中,中,低,中,低,低,低,弱
永和,新北市,56,細懸浮微粒,普通,0.0,0.43,27.0,35.0,21.0,14.0,12.0,15.3,2.5,0.3,245,2025-04-08 05:00,,0.4,14.5,23,0.0,121.516306,25.017,70,低,低,低,中,低,低,低,低,低,弱
竹山,南投縣,78,細懸浮微粒,普通,0.9,0.26,18.0,24.0,34.0,22.0,6.0,7.1,0.7,0.8,227,2025-04-08 05:00,,0.2,22.5,38,0.0,120.677306,23.756389,69,低,低,低,低,低,中,低,低,低,弱
中壢,桃園市,85,細懸浮微粒,普通,0.0,0.38,36.0,19.0,67.0,30.0,11.0,13.4,1.5,0.3,201,2025-04-08 05:00,,0.7,24.9,44,1.0,121.221667,24.953278,68,低,低,低,低,低,中,低,低,低,弱
冬山,宜蘭縣,53,細懸浮微粒,普通,0.4,0.19,22.0,28.0,18.0,9.0,2.0,3.0,0.5,0.2,304,2025-04-08 05:00,,0.2,13.2,25,0.0,121.792928,24.632203,66,低,低,低,低,低,低,低,低,低,弱
宜蘭,宜蘭縣,56,細懸浮微粒,普通,0.7,0.21,29.0,33.0,22.0,12.0,2.0,2.4,0.2,0.7,292,2025-04-08 05:00,,0.2,14.2,26,0.0,121.746394,24.747917,65,低,低,低,中,低,低,低,低,低,弱
陽明,臺北市,58,臭氧八小時,普通,1.5,0.3,61.0,57.0,30.0,15.0,2.0,3.4,0.6,2.5,30,2025-04-08 05:00,,0.2,12.7,26,2.0,121.529583,25.182722,64,低,低,中,中,低,低,低,低,低,弱
花蓮,花蓮縣,50,,良好,0.4,0.2,34.0,39.0,21.0,11.0,1.0,2.9,1.0,1.9,240,2025-04-08 05:00,,0.2,12.3,26,0.0,121.599769,23.971306,63,低,低,低,中,低,低,低,低,低,弱
臺東,臺東縣,55,細懸浮微粒,普通,0.8,0.2,44.0,47.0,23.0,13.0,0.0,1.6,1.2,1.3,316,2025-04-08 05:00,,0.2,13.9,31,0.0,121.15045,22.755358,62,低,低,中,中,低,低,低,低,低,弱
恆春,屏東縣,49,,良好,0.5,0.18,49.0,53.0,25.0,9.0,0.0,1.6,0.8,3.4,39,2025-04-08 05:00,,0.1,9.2,24,0.0,120.788928,21.958069,61,低,低,中,中,低,低,低,低,低,弱
潮州,屏東縣,62,細懸浮微粒,普通,0.0,0.28,17.0,32.0,41.0,17.0,7.0,7.8,0.3,1.1,87,2025-04-08 05:00,,0.2,16.4,35,1.0,120.561175,22.523108,60,低,低,低,中,低,低,低,低,低,弱
屏東,屏東縣,82,細懸浮微粒,普通,1.2,0.28,39.0,46.0,48.0,22.0,6.0,6.9,0.3,0.9,346,2025-04-08 05:00,,0.3,23.9,49,1.0,120.488033,22.673081,59,低,低,中,中,低,中,低,低,低,弱
前鎮,高雄市,72,細懸浮微粒,普通,1.9,0.31,52.0,54.0,38.0,21.0,8.0,8.2,0.2,1.4,4,2025-04-08 05:00,,0.3,20.1,42,1.0,120.30833356,22.6044507,57,低,低,中,中,低,中,低,低,低,弱
前金,高雄市,89,細懸浮微粒,普通,1.0,0.32,46.0,48.0,50.0,25.0,9.0,10.0,0.6,1.1,351,2025-04-08 05:00,,0.3,26.4,54,1.0,120.28676111,22.63390278,56,低,低,中,中,低,中,低,低,低,弱
左營,高雄市,89,細懸浮微粒,普通,1.3,0.33,46.0,47.0,41.0,26.0,9.0,10.0,0.3,1.2,13,2025-04-08 05:00,,0.3,26.2,48,1.0,120.292917,22.674861,54,低,低,中,中,低,中,低,低,低,弱
楠梓,高雄市,93,細懸浮微粒,普通,1.8,0.31,43.0,44.0,47.0,25.0,10.0,10.4,0.1,1.2,52,2025-04-08 05:00,,0.3,27.7,54,1.0,120.328289,22.733667,53,低,低,中,中,低,中,低,低,低,弱
林園,高雄市,85,細懸浮微粒,普通,0.8,0.33,33.0,43.0,66.0,25.0,6.0,7.9,1.1,0.9,45,2025-04-08 05:00,,0.3,25.0,58,1.0,120.41175,22.4795,52,低,低,低,中,低,中,低,低,低,弱
大寮,高雄市,79,細懸浮微粒,普通,2.3,0.32,41.0,41.0,45.0,22.0,9.0,9.9,0.5,0.6,44,2025-04-08 05:00,,0.3,22.8,47,2.0,120.425311,22.56413611,51,低,低,中,中,低,中,低,低,低,弱
鳳山,高雄市,83,細懸浮微粒,普通,1.4,0.32,51.0,50.0,39.0,22.0,7.0,7.9,0.5,0.3,150,2025-04-08 05:00,,0.3,24.3,42,1.0,120.357422,22.628126,50,低,低,中,中,低,中,低,低,低,弱
仁武,高雄市,93,細懸浮微粒,普通,1.1,0.34,36.0,43.0,59.0,26.0,19.0,20.7,0.8,0.7,333,2025-04-08 05:00,,0.3,27.9,52,1.0,120.332631,22.689056,49,低,低,低,中,低,中,低,低,低,弱
橋頭,高雄市,91,細懸浮微粒,普通,1.6,0.3,35.0,39.0,48.0,29.0,12.0,14.1,1.1,0.3,42,2025-04-08 05:00,,0.3,27.2,50,1.0,120.305689,22.757506,48,低,低,低,中,低,中,低,低,低,弱
美濃,高雄市,72,細懸浮微粒,普通,0.6,0.28,23.0,37.0,33.0,20.0,5.0,6.3,0.6,0.7,80,2025-04-08 05:00,,0.2,20.0,33,1.0,120.530542,22.883583,47,低,低,低,中,低,中,低,低,低,弱
臺南,臺南市,107,細懸浮微粒,對敏感族群不健康,1.3,0.36,37.0,45.0,59.0,34.0,12.0,12.8,0.2,0.9,18,2025-04-08 05:00,,0.4,32.9,69,1.0,120.21947897,22.98928311,46,低,低,中,中,低,中,低,低,低,弱
安南,臺南市,126,細懸浮微粒,對敏感族群不健康,1.3,0.39,18.0,42.0,72.0,47.0,17.0,18.8,1.4,1.0,313,2025-04-08 05:00,,0.3,40.8,70,1.0,120.2175,23.048197,45,低,低,低,中,低,高,低,低,低,弱
善化,臺南市,101,細懸浮微粒,對敏感族群不健康,1.1,0.25,23.0,35.0,42.0,20.0,6.0,6.8,0.5,0.7,5,2025-04-08 05:00,,0.3,30.5,57,1.0,120.29740529,23.11337642,44,低,低,低,中,低,中,低,低,低,弱
新營,臺南市,108,細懸浮微粒,對敏感族群不健康,0.0,0.33,22.0,39.0,75.0,36.0,16.0,17.3,1.0,1.3,13,2025-04-08 05:00,,0.3,33.2,69,0.0,120.31725,23.305633,43,低,低,低,中,低,中,低,低,低,弱
嘉義,嘉義市,90,細懸浮微粒,普通,2.0,0.35,17.0,29.0,57.0,33.0,10.0,11.6,0.9,0.9,55,2025-04-08 05:00,,0.3,26.9,47,2.0,120.44125148,23.46477865,42,低,低,低,低,低,中,低,低,低,弱
臺西,雲林縣,87,細懸浮微粒,普通,1.1,0.25,50.0,61.0,66.0,30.0,5.0,5.2,0.0,0.4,6,2025-04-08 05:00,,0.2,25.7,63,1.0,120.19933333,23.702175,41,低,低,中,高,低,中,低,低,低,弱
新港,嘉義縣,101,細懸浮微粒,對敏感族群不健康,2.3,0.28,47.0,53.0,70.0,32.0,6.0,6.5,0.3,1.4,34,2025-04-08 05:00,,0.3,30.7,66,2.0,120.345531,23.554839,39,低,低,中,中,低,中,低,低,低,弱
崙背,雲林縣,103,細懸浮微粒,對敏感族群不健康,0.8,0.28,46.0,54.0,77.0,37.0,3.0,4.5,0.6,0.9,319,2025-04-08 05:00,,0.2,31.4,76,1.0,120.348742,23.757547,38,低,低,中,中,中,中,低,低,低,弱
斗六,雲林縣,122,細懸浮微粒,對敏感族群不健康,1.4,0.37,15.0,33.0,71.0,42.0,12.0,12.5,0.1,0.3,20,2025-04-08 05:00,,0.3,39.1,70,1.0,120.544994,23.711853,37,低,低,低,中,低,高,低,低,低,弱
南投,南投縣,89,細懸浮微粒,普通,1.1,0.27,16.0,20.0,42.0,28.0,5.0,6.1,0.4,0.2,170,2025-04-08 05:00,,0.3,26.2,41,1.0,120.685306,23.913,36,低,低,低,低,低,中,低,低,低,弱
二林,彰化縣,98,懸浮微粒,普通,1.0,0.26,40.0,44.0,78.0,29.0,4.0,3.8,0.0,1.1,355,2025-04-08 05:00,,0.2,27.0,73,2.0,120.409653,23.925175,35,低,低,中,中,中,中,低,低,低,弱
線西,彰化縣,93,臭氧八小時,普通,1.0,0.24,63.0,68.0,61.0,27.0,3.0,4.0,0.2,1.6,1,2025-04-08 05:00,,0.2,25.7,63,1.0,120.469061,24.131672,34,低,低,中,高,低,中,低,低,低,弱
彰化,彰化縣,102,細懸浮微粒,對敏感族群不健康,0.7,0.26,47.0,45.0,59.0,29.0,6.0,7.5,0.6,1.2,353,2025-04-08 05:00,,0.3,31.0,64,1.0,120.541519,24.066,33,低,低,中,中,低,中,低,低,低,弱
西屯,臺中市,119,細懸浮微粒,對敏感族群不健康,2.0,0.32,32.0,29.0,71.0,32.0,19.0,21.4,1.4,0.8,348,2025-04-08 05:00,,0.4,37.8,73,2.0,120.616917,24.162197,32,低,低,低,低,低,中,低,低,低,弱
忠明,臺中市,104,細懸浮微粒,對敏感族群不健康,1.2,0.34,41.0,35.0,69.0,30.0,9.0,11.0,1.0,0.7,321,2025-04-08 05:00,,0.4,31.7,66,2.0,120.641092,24.151958,31,低,低,中,中,低,中,低,低,低,弱
大里,臺中市,117,細懸浮微粒,對敏感族群不健康,1.3,0.43,18.0,27.0,53.0,39.0,12.0,12.9,0.1,0.8,257,2025-04-08 05:00,,0.4,36.9,67,1.0,120.67844444,24.09961111,30,低,低,低,低,低,中,低,低,低,弱
沙鹿,臺中市,104,懸浮微粒,對敏感族群不健康,2.4,0.26,53.0,43.0,80.0,32.0,8.0,9.5,0.6,1.2,345,2025-04-08 05:00,,0.3,31.5,83,2.0,120.568794,24.225628,29,低,低,中,中,中,中,低,低,低,弱
豐原,臺中市,70,細懸浮微粒,普通,0.5,0.31,30.0,37.0,28.0,18.0,5.0,6.5,0.6,0.9,98,2025-04-08 05:00,,0.3,19.5,31,1.0,120.74252414,24.25699731,28,低,低,低,中,低,低,低,低,低,弱
三義,苗栗縣,74,細懸浮微粒,普通,0.9,0.29,33.0,39.0,29.0,16.0,7.0,8.0,0.6,1.3,193,2025-04-08 05:00,,0.3,21.0,34,1.0,120.75956754,24.38248443,27,低,低,低,中,低,低,低,低,低,弱
苗栗,苗栗縣,95,細懸浮微粒,普通,1.4,0.22,51.0,52.0,62.0,25.0,4.0,6.3,1.6,1.3,225,2025-04-08 05:00,,0.2,28.5,62,1.0,120.82011468,24.56499183,26,低,低,中,中,低,中,低,低,低,弱
頭份,苗栗縣,85,細懸浮微粒,普通,2.4,0.24,61.0,61.0,59.0,24.0,4.0,5.2,1.0,2.0,297,2025-04-08 05:00,,0.2,25.1,59,1.0,120.89869286,24.69690679,25,低,低,中,高,低,中,低,低,低,弱
新竹,新竹市,86,細懸浮微粒,普通,1.1,0.25,56.0,37.0,51.0,24.0,4.0,5.8,0.8,1.7,272,2025-04-08 05:00,,0.4,25.2,51,1.0,120.97236752,24.8056356,24,低,低,中,中,低,中,低,低,低,弱
竹東,新竹縣,76,細懸浮微粒,普通,1.1,0.33,13.0,9.0,37.0,26.0,5.0,5.9,0.5,0.2,97,2025-04-08 05:00,,0.3,21.5,33,0.0,121.08895493,24.74091408,23,低,低,低,低,低,中,低,低,低,弱
湖口,新竹縣,78,細懸浮微粒,普通,0.5,0.23,53.0,34.0,50.0,22.0,4.0,4.8,0.4,1.7,265,2025-04-08 05:00,,0.3,22.3,48,1.0,121.03886894,24.90009696,22,低,低,中,中,低,中,低,低,低,弱
龍潭,桃園市,78,細懸浮微粒,普通,0.7,0.29,34.0,22.0,66.0,33.0,8.0,9.2,0.3,1.6,215,2025-04-08 05:00,,0.3,22.4,46,1.0,121.21645772,24.86400048,21,低,低,低,低,低,中,低,低,低,弱
平鎮,桃園市,61,細懸浮微粒,普通,0.3,0.27,40.0,28.0,62.0,24.0,9.0,9.2,0.0,1.2,235,2025-04-08 05:00,,0.4,16.2,40,0.0,121.203986,24.952786,20,低,低,中,低,低,中,低,低,低,弱
觀音,桃園市,78,細懸浮微粒,普通,0.8,0.22,44.0,33.0,44.0,22.0,7.0,7.5,0.2,1.2,274,2025-04-08 05:00,,0.3,22.5,42,1.0,121.08283092,25.03556747,19,低,低,中,中,低,中,低,低,低,弱
大園,桃園市,62,細懸浮微粒,普通,0.6,0.34,31.0,27.0,60.0,24.0,12.0,13.8,1.3,1.1,204,2025-04-08 05:00,,0.4,16.4,33,1.0,121.20251473,25.06100357,18,低,低,低,低,低,中,低,低,低,弱
桃園,桃園市,61,細懸浮微粒,普通,2.3,0.54,9.0,26.0,38.0,26.0,28.0,30.0,1.2,0.4,157,2025-04-08 05:00,,0.4,16.3,28,1.0,121.30500531,24.9947107,17,低,低,低,低,低,中,中,低,低,弱
松山,臺北市,64,細懸浮微粒,普通,2.0,0.35,22.0,29.0,27.0,19.0,14.0,15.1,0.9,0.5,52,2025-04-08 05:00,,0.3,17.3,27,1.0,121.578611,25.05,15,低,低,低,低,低,低,低,低,低,弱
古亭,臺北市,57,細懸浮微粒,普通,0.4,0.24,32.0,33.0,21.0,15.0,8.0,9.2,0.3,0.6,116,2025-04-08 05:00,,0.3,14.7,24,0.0,121.529556,25.020608,14,低,低,低,中,低,低,低,低,低,弱
萬華,臺北市,55,細懸浮微粒,普通,0.2,0.44,26.0,29.0,22.0,16.0,16.0,17.9,1.1,0.2,21,2025-04-08 05:00,,0.4,13.9,24,0.0,121.507972,25.046503,13,低,低,低,低,低,低,低,低,低,弱
中山,臺北市,59,細懸浮微粒,普通,0.6,0.38,30.0,29.0,24.0,13.0,11.0,13.0,1.1,0.6,170,2025-04-08 05:00,,0.4,15.6,28,0.0,121.526528,25.062361,12,低,低,低,低,低,低,低,低,低,弱
士林,臺北市,53,細懸浮微粒,普通,0.3,0.36,13.0,40.0,31.0,18.0,18.0,18.8,0.5,0.2,60,2025-04-08 05:00,,0.2,13.2,25,0.0,121.51666356,25.10334003,11,低,低,低,中,低,低,低,低,低,弱
淡水,新北市,60,細懸浮微粒,普通,0.8,0.32,29.0,45.0,32.0,16.0,10.0,10.9,0.7,1.9,150,2025-04-08 05:00,,0.2,15.9,30,0.0,121.449239,25.1645,10,低,低,低,中,低,低,低,低,低,弱
林口,新北市,63,細懸浮微粒,普通,1.6,0.33,39.0,41.0,56.0,29.0,13.0,14.3,0.4,1.6,237,2025-04-08 05:00,,0.2,16.8,32,1.0,121.36548982,25.07798949,9,低,低,中,中,低,中,低,低,低,弱
菜寮,新北市,62,細懸浮微粒,普通,0.5,0.57,4.0,25.0,32.0,19.0,35.0,51.3,15.9,0.3,287,2025-04-08 05:00,,0.4,16.6,29,0.0,121.481028,25.06895,8,低,低,低,低,低,低,中,中,低,弱
