sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid,so2_level,co_level,o3_level,o3_8hr_level,pm10_level,pm2.5_level,no2_level,nox_level,no_level,windspeed_level
新莊,新北市,54,細懸浮微粒,普通,0.2,0.4,9.0,21.0,22.0,12.0,19.0,20.8,1.2,0.5,205,2025-04-08 05:00,,0.4,13.5,26,0.0,121.4325,25.037972,7,低,低,低,低,低,低,低,低,低,弱
板橋,新北市,53,細懸浮微粒,普通,1.3,0.47,4.0,25.0,23.0,15.0,25.0,26.8,1.3,0.7,278,2025-04-08 05:00,,0.4,13.2,24,1.0,121.458667,25.012972,6,低,低,低,低,低,低,中,低,低,弱
土城,新北市,56,細懸浮微粒,普通,0.7,0.46,0.0,16.0,27.0,18.0,27.0,38.7,11.1,0.2,142,2025-04-08 05:00,,0.3,14.2,21,0.0,121.451861,24.982528,5,低,低,低,低,低,低,中,中,低,弱
新店,新北市,48,,良好,0.3,0.21,34.0,42.0,19.0,14.0,3.0,4.2,0.2,1.2,229,2025-04-08 05:00,,0.2,12.0,18,0.0,121.537778,24.977222,4,低,低,低,中,低,低,低,低,低,弱
萬里,新北市,52,細懸浮微粒,普通,0.4,0.22,34.0,37.0,21.0,12.0,1.0,1.6,0.1,3.9,242,2025-04-08 05:00,,0.2,12.8,24,0.0,121.689881,25.179667,3,低,低,低,中,低,低,低,低,低,中
汐止,新北市,55,細懸浮微粒,普通,0.4,0.33,0.0,16.0,21.0,13.0,23.0,32.9,9.6,0.3,201,2025-04-08 05:00,,0.3,14.1,24,0.0,121.64081,25.06624,2,低,低,低,低,低,低,中,中,低,弱
基隆,基隆市,45,,良好,1.4,0.3,17.0,29.0,20.0,11.0,6.0,6.8,0.7,0.3,318,2025-04-08 05:00,,0.2,11.1,25,1.0,121.760056,25.129167,1,低,低,低,低,低,低,低,低,低,弱
屏東(枋山),屏東縣,51,臭氧八小時,普通,0.1,0.15,52.0,55.0,10.0,2.0,1.0,2.1,0.2,2.5,89,2025-04-08 04:00,,0.1,6.3,18,0.0,120.651472,22.260899,313,低,低,中,中,低,低,低,低,低,弱
臺南（南化）,臺南市,53,細懸浮微粒,普通,0.0,0.21,11.0,18.0,13.0,14.0,1.0,2.0,0.1,1.9,270,2025-04-08 04:00,,0.2,13.4,21,0.0,120.44583156,23.04562013,312,低,低,低,低,低,低,低,低,低,弱
新北（樹林）,新北市,46,,良好,0.5,0.38,3.0,11.0,20.0,12.0,16.0,24.2,7.5,0.0,355,2025-04-08 04:00,,0.3,11.3,20,0.0,121.38352778,24.94902778,311,低,低,低,低,低,低,低,低,低,弱
台中市（和平區消防隊）,臺中市,56,細懸浮微粒,普通,0.2,0.29,17.0,23.0,20.0,13.0,2.0,2.7,0.2,0.2,249,2025-04-08 04:00,,0.3,14.4,23,0.0,120.883858,24.174592,310,低,低,低,低,低,低,低,低,低,弱
屏東（琉球）,屏東縣,73,細懸浮微粒,普通,1.4,0.3,50.0,54.0,47.0,24.0,6.0,6.8,0.2,1.0,45,2025-04-08 04:00,,0.2,20.7,41,1.0,120.37722,22.35222,204,低,低,中,中,低,中,低,低,低,弱
臺南（麻豆）,臺南市,102,細懸浮微粒,對敏感族群不健康,0.6,0.34,22.0,39.0,68.0,34.0,10.0,10.9,0.9,1.1,0,2025-04-08 04:00,,0.3,30.8,69,1.0,120.24583056,23.17904722,203,低,低,低,中,低,中,低,低,低,弱
高雄（湖內）,高雄市,90,細懸浮微粒,普通,2.0,0.33,29.0,36.0,64.0,27.0,13.0,14.3,1.2,0.3,39,2025-04-08 04:00,,0.3,26.6,61,1.0,120.24535,22.87985556,202,低,低,低,中,低,中,低,低,低,弱
宜蘭（頭城）,宜蘭縣,59,細懸浮微粒,普通,0.7,0.2,31.0,40.0,36.0,14.0,10.0,11.3,0.7,1.4,236,2025-04-08 04:00,,0.2,15.4,37,0.0,121.82463916,24.85366672,201,低,低,低,中,低,低,低,低,低,弱
員林,彰化縣,109,細懸浮微粒,對敏感族群不健康,5.0,0.34,52.0,52.0,63.0,31.0,6.0,7.1,0.9,0.9,89,2025-04-08 04:00,,0.3,33.8,66,1.0,120.5631893,23.9615945,139,低,低,中,中,低,中,低,低,低,弱
大城,彰化縣,122,臭氧八小時,對敏感族群不健康,0.6,0.23,61.0,77.0,59.0,25.0,4.0,4.9,0.5,0.2,79,2025-04-08 04:00,,0.2,23.8,57,1.0,120.26964167,23.85493056,85,低,低,中,高,低,中,低,低,低,弱
富貴角,新北市,46,,良好,0.9,0.21,47.0,50.0,20.0,8.0,1.0,1.4,0.0,0.4,220,2025-04-08 04:00,,0.1,11.2,24,0.0,121.53656894,25.29681695,84,低,低,中,中,低,低,低,低,低,弱
麥寮,雲林縣,96,細懸浮微粒,普通,1.3,0.3,55.0,60.0,86.0,46.0,2.0,4.5,1.6,0.3,57,2025-04-08 04:00,,0.2,29.0,71,1.0,120.251825,23.753506,83,低,低,中,高,中,高,低,低,低,弱
關山,臺東縣,59,細懸浮微粒,普通,0.7,0.18,29.0,38.0,24.0,14.0,1.0,2.5,0.6,0.3,226,2025-04-08 04:00,,0.1,15.5,30,0.0,121.161933,23.045083,80,低,低,低,中,低,低,低,低,低,弱
馬公,澎湖縣,115,臭氧八小時,對敏感族群不健康,0.5,0.23,70.0,75.0,48.0,26.0,2.0,2.4,0.2,1.5,3,2025-04-08 04:00,,0.2,24.4,54,0.0,119.566158,23.569031,78,低,低,中,高,低,中,低,低,低,弱
金門,金門縣,104,細懸浮微粒,對敏感族群不健康,1.9,0.32,53.0,61.0,70.0,35.0,9.0,10.5,0.9,0.7,325,2025-04-08 04:00,,0.3,31.9,65,1.0,118.312256,24.432133,77,低,低,中,高,低,中,低,低,低,弱
馬祖,連江縣,126,臭氧八小時,對敏感族群不健康,2.7,0.48,74.0,78.0,78.0,35.0,6.0,7.0,0.5,2.3,341,2025-04-08 04:00,,0.3,29.1,65,1.0,119.952724,26.153736,75,低,低,高,高,中,中,低,低,低,弱
埔里,南投縣,72,細懸浮微粒,普通,1.0,0.31,13.0,21.0,29.0,21.0,3.0,5.0,1.1,0.3,308,2025-04-08 04:00,,0.3,20.3,32,1.0,120.967903,23.968842,72,低,低,低,低,低,中,低,低,低,弱
復興,高雄市,80,細懸浮微粒,普通,1.1,0.29,54.0,54.0,38.0,21.0,7.0,8.9,1.0,0.4,108,2025-04-08 04:00,,0.3,23.1,42,1.0,120.312017,22.608711,71,低,低,中,中,低,中,低,低,低,弱
永和,新北市,58,細懸浮微粒,普通,0.0,0.27,36.0,38.0,25.0,11.0,5.0,7.1,1.5,0.5,110,2025-04-08 04:00,,0.4,15.1,25,0.0,121.516306,25.017,70,低,低,低,中,低,低,低,低,低,弱
竹山,南投縣,79,細懸浮微粒,普通,0.9,0.27,18.0,26.0,31.0,21.0,6.0,7.4,0.8,0.4,330,2025-04-08 04:00,,0.3,22.9,39,0.0,120.677306,23.756389,69,低,低,低,低,低,中,低,低,低,弱
中壢,桃園市,79,細懸浮微粒,普通,0.0,0.5,27.0,16.0,63.0,35.0,16.0,19.1,2.5,0.2,242,2025-04-08 04:00,,0.9,22.7,38,1.0,121.221667,24.953278,68,低,低,低,低,低,中,低,低,低,弱
冬山,宜蘭縣,55,細懸浮微粒,普通,0.4,0.19,22.0,30.0,24.0,16.0,2.0,2.8,0.3,0.2,350,2025-04-08 04:00,,0.2,13.8,27,0.0,121.792928,24.632203,66,低,低,低,低,低,低,低,低,低,弱
宜蘭,宜蘭縣,57,細懸浮微粒,普通,0.6,0.2,29.0,36.0,25.0,9.0,2.0,2.8,0.2,1.0,336,2025-04-08 04:00,,0.2,14.8,27,0.0,121.746394,24.747917,65,低,低,低,中,低,低,低,低,低,弱
陽明,臺北市,58,臭氧八小時,普通,1.4,0.31,56.0,57.0,32.0,16.0,3.0,3.8,0.7,1.1,120,2025-04-08 04:00,,0.2,12.0,25,2.0,121.529583,25.182722,64,低,低,中,中,低,低,低,低,低,弱
花蓮,花蓮縣,51,細懸浮微粒,普通,0.5,0.2,36.0,40.0,25.0,11.0,1.0,2.6,0.9,1.8,234,2025-04-08 04:00,,0.2,12.6,27,0.0,121.599769,23.971306,63,低,低,低,中,低,低,低,低,低,弱
臺東,臺東縣,54,細懸浮微粒,普通,0.9,0.2,46.0,48.0,26.0,15.0,0.0,1.9,1.4,1.3,317,2025-04-08 04:00,,0.2,13.7,33,0.0,121.15045,22.755358,62,低,低,中,中,低,低,低,低,低,弱
恆春,屏東縣,50,,良好,0.4,0.18,49.0,54.0,28.0,7.0,0.0,1.8,0.8,4.8,15,2025-04-08 04:00,,0.1,9.1,24,0.0,120.788928,21.958069,61,低,低,中,中,低,低,低,低,低,中
潮州,屏東縣,67,細懸浮微粒,普通,0.2,0.26,24.0,37.0,39.0,18.0,7.0,7.4,0.4,0.8,136,2025-04-08 04:00,,0.2,18.5,35,1.0,120.561175,22.523108,60,低,低,低,中,低,低,低,低,低,弱
屏東,屏東縣,82,細懸浮微粒,普通,1.3,0.28,40.0,48.0,48.0,24.0,6.0,7.1,0.2,0.8,308,2025-04-08 04:00,,0.3,23.9,51,1.0,120.488033,22.673081,59,低,低,中,中,低,中,低,低,低,弱
小港,高雄市,83,細懸浮微粒,普通,2.0,0.32,47.0,49.0,42.0,24.0,12.0,11.8,0.0,0.9,11,2025-04-08 04:00,,0.3,24.3,44,1.0,120.337736,22.565833,58,低,低,中,中,低,中,低,低,低,弱
前鎮,高雄市,72,細懸浮微粒,普通,2.0,0.31,52.0,55.0,35.0,21.0,9.0,9.8,0.6,1.2,356,2025-04-08 04:00,,0.3,20.2,44,1.0,120.30833356,22.6044507,57,低,低,中,中,低,中,低,低,低,弱
前金,高雄市,88,細懸浮微粒,普通,1.1,0.36,42.0,48.0,65.0,35.0,12.0,12.7,0.5,1.5,354,2025-04-08 04:00,,0.3,26.0,55,1.0,120.28676111,22.63390278,56,低,低,中,中,低,中,低,低,低,弱
左營,高雄市,91,細懸浮微粒,普通,1.3,0.34,48.0,50.0,46.0,26.0,10.0,10.7,0.5,0.4,355,2025-04-08 04:00,,0.3,27.0,49,1.0,120.292917,22.674861,54,低,低,中,中,低,中,低,低,低,弱
楠梓,高雄市,94,細懸浮微粒,普通,2.0,0.33,46.0,46.0,54.0,26.0,10.0,10.6,0.1,0.2,354,2025-04-08 04:00,,0.3,28.2,55,1.0,120.328289,22.733667,53,低,低,中,中,低,中,低,低,低,弱
林園,高雄市,84,細懸浮微粒,普通,0.7,0.35,35.0,46.0,57.0,24.0,7.0,8.2,1.0,0.8,49,2025-04-08 04:00,,0.3,24.6,56,1.0,120.41175,22.4795,52,低,低,低,中,低,中,低,低,低,弱
大寮,高雄市,81,細懸浮微粒,普通,2.2,0.33,36.0,43.0,42.0,25.0,10.0,11.4,0.5,0.2,0,2025-04-08 04:00,,0.3,23.5,48,2.0,120.425311,22.56413611,51,低,低,低,中,低,中,低,低,低,弱
鳳山,高雄市,88,細懸浮微粒,普通,1.4,0.31,54.0,51.0,35.0,20.0,6.0,6.9,0.2,0.3,135,2025-04-08 04:00,,0.4,25.9,45,1.0,120.357422,22.628126,50,低,低,中,中,低,中,低,低,低,弱
仁武,高雄市,93,細懸浮微粒,普通,1.3,0.35,45.0,46.0,56.0,33.0,15.0,16.7,0.7,0.8,315,2025-04-08 04:00,,0.3,28.0,51,1.0,120.332631,22.689056,49,低,低,中,中,低,中,低,低,低,弱
橋頭,高雄市,91,細懸浮微粒,普通,1.4,0.3,34.0,41.0,42.0,27.0,12.0,13.6,1.1,0.5,48,2025-04-08 04:00,,0.3,27.1,50,1.0,120.305689,22.757506,48,低,低,低,中,低,中,低,低,低,弱
美濃,高雄市,72,細懸浮微粒,普通,0.6,0.3,29.0,41.0,27.0,18.0,4.0,5.3,0.8,0.5,251,2025-04-08 04:00,,0.2,20.1,33,1.0,120.530542,22.883583,47,低,低,低,中,低,低,低,低,低,弱
臺南,臺南市,106,細懸浮微粒,對敏感族群不健康,1.9,0.39,38.0,49.0,74.0,37.0,15.0,15.1,0.0,0.9,41,2025-04-08 04:00,,0.4,32.7,71,1.0,120.21947897,22.98928311,46,低,低,中,中,低,中,低,低,低,弱
安南,臺南市,122,細懸浮微粒,對敏感族群不健康,1.9,0.41,22.0,49.0,77.0,52.0,16.0,17.4,1.2,0.5,28,2025-04-08 04:00,,0.3,38.9,70,1.0,120.2175,23.048197,45,低,低,低,中,中,高,低,低,低,弱
善化,臺南市,106,細懸浮微粒,對敏感族群不健康,3.4,0.28,21.0,39.0,50.0,32.0,10.0,10.9,0.6,0.3,63,2025-04-08 04:00,,0.3,32.7,61,1.0,120.29740529,23.11337642,44,低,低,低,中,低,中,低,低,低,弱
新營,臺南市,109,細懸浮微粒,對敏感族群不健康,0.1,0.36,29.0,43.0,61.0,30.0,9.0,10.5,1.1,1.3,352,2025-04-08 04:00,,0.3,33.7,68,0.0,120.31725,23.305633,43,低,低,低,中,低,中,低,低,低,弱
嘉義,嘉義市,85,細懸浮微粒,普通,1.4,0.31,22.0,35.0,37.0,22.0,6.0,7.2,0.8,1.5,6,2025-04-08 04:00,,0.3,25.1,46,2.0,120.44125148,23.46477865,42,低,低,低,中,低,中,低,低,低,弱
臺西,雲林縣,86,懸浮微粒,普通,1.0,0.26,47.0,64.0,65.0,25.0,5.0,5.6,0.3,0.4,56,2025-04-08 04:00,,0.2,24.9,62,1.0,120.19933333,23.702175,41,低,低,中,高,低,中,低,低,低,弱
朴子,嘉義縣,103,細懸浮微粒,對敏感族群不健康,0.4,0.21,38.0,52.0,54.0,29.0,5.0,4.6,0.0,0.7,37,2025-04-08 04:00,,0.2,31.4,61,0.0,120.2478,23.46538,40,低,低,中,中,低,中,低,低,低,弱
新港,嘉義縣,99,細懸浮微粒,普通,2.2,0.27,48.0,55.0,66.0,31.0,5.0,5.7,0.0,1.3,21,2025-04-08 04:00,,0.3,29.9,65,2.0,120.345531,23.554839,39,低,低,中,中,低,中,低,低,低,弱
崙背,雲林縣,100,懸浮微粒,普通,0.8,0.27,49.0,56.0,74.0,30.0,3.0,4.0,0.6,0.2,61,2025-04-08 04:00,,0.2,30.1,75,1.0,120.348742,23.757547,38,低,低,中,中,低,中,低,低,低,弱
斗六,雲林縣,118,細懸浮微粒,對敏感族群不健康,1.2,0.36,16.0,39.0,70.0,43.0,12.0,12.7,0.2,0.7,352,2025-04-08 04:00,,0.3,37.6,68,1.0,120.544994,23.711853,37,低,低,低,中,低,高,低,低,低,弱
南投,南投縣,88,細懸浮微粒,普通,1.2,0.27,16.0,23.0,36.0,24.0,4.0,5.3,0.6,0.2,167,2025-04-08 04:00,,0.3,26.1,42,1.0,120.685306,23.913,36,低,低,低,低,低,中,低,低,低,弱
二林,彰化縣,96,懸浮微粒,普通,0.7,0.26,35.0,48.0,76.0,25.0,4.0,4.6,0.0,0.5,80,2025-04-08 04:00,,0.2,26.4,71,2.0,120.409653,23.925175,35,低,低,低,中,中,中,低,低,低,弱
線西,彰化縣,100,臭氧八小時,普通,1.1,0.24,64.0,70.0,68.0,26.0,5.0,5.6,0.1,1.0,4,2025-04-08 04:00,,0.2,25.6,65,2.0,120.469061,24.131672,34,低,低,中,高,低,中,低,低,低,弱
彰化,彰化縣,103,細懸浮微粒,對敏感族群不健康,0.6,0.31,39.0,46.0,62.0,32.0,7.0,8.3,0.7,0.3,187,2025-04-08 04:00,,0.3,31.5,65,1.0,120.541519,24.066,33,低,低,中,中,低,中,低,低,低,弱
西屯,臺中市,122,細懸浮微粒,對敏感族群不健康,2.0,0.38,32.0,30.0,71.0,30.0,19.0,20.6,1.2,0.4,174,2025-04-08 04:00,,0.4,39.1,75,2.0,120.616917,24.162197,32,低,低,低,低,低,中,低,低,低,弱
忠明,臺中市,104,細懸浮微粒,對敏感族群不健康,1.6,0.36,43.0,36.0,71.0,30.0,9.0,10.1,1.0,0.4,155,2025-04-08 04:00,,0.4,31.8,66,2.0,120.641092,24.151958,31,低,低,中,中,低,中,低,低,低,弱
大里,臺中市,117,細懸浮微粒,對敏感族群不健康,2.1,0.45,27.0,30.0,74.0,40.0,12.0,11.9,0.0,0.6,129,2025-04-08 04:00,,0.4,36.8,70,1.0,120.67844444,24.09961111,30,低,低,低,低,低,高,低,低,低,弱
沙鹿,臺中市,106,細懸浮微粒,對敏感族群不健康,1.7,0.3,54.0,44.0,82.0,29.0,7.0,8.6,0.7,1.1,315,2025-04-08 04:00,,0.3,32.7,83,2.0,120.568794,24.225628,29,低,低,中,中,中,中,低,低,低,弱
豐原,臺中市,72,細懸浮微粒,普通,0.6,0.3,31.0,38.0,26.0,18.0,6.0,7.1,0.6,1.0,93,2025-04-08 04:00,,0.3,20.2,33,1.0,120.74252414,24.25699731,28,低,低,低,中,低,低,低,低,低,弱
三義,苗栗縣,77,細懸浮微粒,普通,1.4,0.33,31.0,41.0,28.0,18.0,12.0,13.0,0.7,1.4,230,2025-04-08 04:00,,0.3,22.0,35,1.0,120.75956754,24.38248443,27,低,低,低,中,低,低,低,低,低,弱
苗栗,苗栗縣,97,細懸浮微粒,普通,1.5,0.25,50.0,53.0,73.0,31.0,6.0,7.7,1.6,1.6,272,2025-04-08 04:00,,0.3,29.3,61,1.0,120.82011468,24.56499183,26,低,低,中,中,低,中,低,低,低,弱
頭份,苗栗縣,87,細懸浮微粒,普通,2.0,0.24,61.0,61.0,60.0,26.0,3.0,4.7,0.9,2.6,268,2025-04-08 04:00,,0.2,25.7,59,1.0,120.89869286,24.69690679,25,低,低,中,高,低,中,低,低,低,弱
新竹,新竹市,85,細懸浮微粒,普通,1.2,0.25,54.0,33.0,53.0,26.0,6.0,7.8,0.9,1.3,244,2025-04-08 04:00,,0.5,25.0,51,1.0,120.97236752,24.8056356,24,低,低,中,中,低,中,低,低,低,弱
竹東,新竹縣,75,細懸浮微粒,普通,1.2,0.31,9.0,9.0,30.0,20.0,4.0,5.4,0.4,0.8,110,2025-04-08 04:00,,0.4,21.1,34,0.0,121.08895493,24.74091408,23,低,低,低,低,低,中,低,低,低,弱
湖口,新竹縣,80,細懸浮微粒,普通,0.7,0.27,41.0,31.0,52.0,23.0,9.0,10.4,0.5,1.9,256,2025-04-08 04:00,,0.3,23.0,48,1.0,121.03886894,24.90009696,22,低,低,中,低,低,中,低,低,低,弱
龍潭,桃園市,69,細懸浮微粒,普通,0.7,0.29,34.0,21.0,66.0,30.0,10.0,10.9,0.5,1.7,199,2025-04-08 04:00,,0.4,19.1,40,1.0,121.21645772,24.86400048,21,低,低,低,低,低,中,低,低,低,弱
平鎮,桃園市,56,細懸浮微粒,普通,0.0,0.35,35.0,28.0,70.0,22.0,13.0,13.3,0.2,0.8,270,2025-04-08 04:00,,0.4,14.2,34,1.0,121.203986,24.952786,20,低,低,低,低,低,中,低,低,低,弱
觀音,桃園市,80,細懸浮微粒,普通,0.5,0.23,42.0,32.0,48.0,25.0,8.0,8.6,0.2,1.4,255,2025-04-08 04:00,,0.3,23.0,42,1.0,121.08283092,25.03556747,19,低,低,中,中,低,中,低,低,低,弱
大園,桃園市,58,細懸浮微粒,普通,0.8,0.48,18.0,28.0,39.0,18.0,23.0,25.4,1.5,1.2,190,2025-04-08 04:00,,0.4,15.1,28,1.0,121.20251473,25.06100357,18,低,低,低,低,低,低,中,低,低,弱
桃園,桃園市,57,二氧化氮,普通,2.2,0.55,6.0,30.0,33.0,20.0,32.0,33.4,1.4,0.5,154,2025-04-08 04:00,,0.4,13.7,25,1.0,121.30500531,24.9947107,17,低,低,低,低,低,中,中,中,低,弱
松山,臺北市,64,細懸浮微粒,普通,2.1,0.47,12.0,32.0,26.0,17.0,21.0,22.1,1.1,0.3,32,2025-04-08 04:00,,0.3,17.2,27,0.0,121.578611,25.05,15,低,低,低,中,低,低,中,低,低,弱
古亭,臺北市,59,細懸浮微粒,普通,0.5,0.34,29.0,36.0,28.0,16.0,12.0,12.6,0.3,0.3,111,2025-04-08 04:00,,0.3,15.5,25,0.0,121.529556,25.020608,14,低,低,低,中,低,低,低,低,低,弱
萬華,臺北市,55,細懸浮微粒,普通,0.3,0.27,37.0,30.0,19.0,15.0,6.0,7.4,0.7,0.2,81,2025-04-08 04:00,,0.4,13.9,26,0.0,121.507972,25.046503,13,低,低,中,低,低,低,低,低,低,弱
中山,臺北市,62,細懸浮微粒,普通,0.7,0.32,35.0,30.0,26.0,14.0,11.0,12.4,1.1,0.6,171,2025-04-08 04:00,,0.4,16.5,30,0.0,121.526528,25.062361,12,低,低,低,低,低,低,低,低,低,弱
士林,臺北市,49,,良好,0.4,0.23,34.0,45.0,23.0,14.0,4.0,4.8,0.2,0.2,25,2025-04-08 04:00,,0.2,12.2,25,0.0,121.51666356,25.10334003,11,低,低,低,中,低,低,低,低,低,弱
淡水,新北市,59,細懸浮微粒,普通,0.7,0.27,36.0,48.0,32.0,18.0,7.0,8.2,0.7,2.3,140,2025-04-08 04:00,,0.2,15.4,29,0.0,121.449239,25.1645,10,低,低,低,中,低,低,低,低,低,弱
林口,新北市,55,細懸浮微粒,普通,1.5,0.34,33.0,41.0,45.0,18.0,17.0,19.8,2.0,0.4,221,2025-04-08 04:00,,0.2,13.9,28,1.0,121.36548982,25.07798949,9,低,低,低,中,低,低,低,低,低,弱
菜寮,新北市,60,細懸浮微粒,普通,0.5,0.44,18.0,30.0,27.0,16.0,23.0,24.7,1.6,0.5,84,2025-04-08 04:00,,0.4,15.8,31,0.0,121.481028,25.06895,8,低,低,低,低,低,低,中,低,低,弱
新莊,新北市,55,細懸浮微粒,普通,0.1,0.49,6.0,25.0,30.0,13.0,25.0,26.9,1.1,0.8,258,2025-04-08 04:00,,0.4,14.0,28,0.0,121.4325,25.037972,7,低,低,低,低,低,低,中,低,低,弱
板橋,新北市,55,二氧化氮,普通,1.3,0.5,6.0,30.0,29.0,16.0,29.0,30.4,1.0,0.9,264,2025-04-08 04:00,,0.4,12.3,23,1.0,121.458667,25.012972,6,低,低,低,低,低,低,中,低,低,弱
土城,新北市,54,二氧化氮,普通,0.6,0.46,1.0,23.0,22.0,20.0,27.0,31.4,3.8,0.4,145,2025-04-08 04:00,,0.3,13.4,19,0.0,121.451861,24.982528,5,低,低,低,低,低,中,中,低,低,弱
新店,新北市,47,,良好,0.4,0.19,40.0,45.0,13.0,12.0,2.0,2.9,0.3,0.7,145,2025-04-08 04:00,,0.2,11.6,20,0.0,121.537778,24.977222,4,低,低,中,中,低,低,低,低,低,弱
萬里,新北市,52,細懸浮微粒,普通,0.4,0.21,37.0,38.0,21.0,11.0,1.0,1.3,0.1,4.0,229,2025-04-08 04:00,,0.2,12.8,25,0.0,121.689881,25.179667,3,低,低,中,中,低,低,低,低,低,中
汐止,新北市,56,細懸浮微粒,普通,0.4,0.3,3.0,22.0,21.0,11.0,21.0,26.2,4.3,0.3,103,2025-04-08 04:00,,0.3,14.5,26,0.0,121.64081,25.06624,2,低,低,低,低,低,低,中,低,低,弱
基隆,基隆市,48,,良好,1.2,0.28,17.0,33.0,22.0,10.0,6.0,6.7,0.7,0.2,1,2025-04-08 04:00,,0.2,11.5,29,1.0,121.760056,25.129167,1,低,低,低,中,低,低,低,低,低,弱
屏東(枋山),屏東縣,54,臭氧八小時,普通,0.1,0.15,53.0,56.0,12.0,2.0,1.0,2.1,0.2,2.3,96,2025-04-08 03:00,,0.1,7.6,20,0.0,120.651472,22.260899,313,低,低,中,中,低,低,低,低,低,弱
臺南（南化）,臺南市,53,細懸浮微粒,普通,0.1,0.21,11.0,22.0,21.0,14.0,2.0,2.3,0.2,2.1,331,2025-04-08 03:00,,0.2,13.2,23,0.0,120.44583156,23.04562013,312,低,低,低,低,低,低,低,低,低,弱
新北（樹林）,新北市,45,,良好,0.6,0.4,4.0,13.0,21.0,14.0,17.0,22.8,5.8,0.0,7,2025-04-08 03:00,,0.3,11.1,21,0.0,121.38352778,24.94902778,311,低,低,低,低,低,低,低,低,低,弱
台中市（和平區消防隊）,臺中市,57,細懸浮微粒,普通,0.2,0.29,19.0,26.0,21.0,14.0,3.0,3.8,0.2,0.1,348,2025-04-08 03:00,,0.3,14.7,24,0.0,120.883858,24.174592,310,低,低,低,低,低,低,低,低,低,弱
屏東（琉球）,屏東縣,71,細懸浮微粒,普通,3.1,0.31,51.0,56.0,45.0,21.0,7.0,7.8,0.4,1.5,341,2025-04-08 03:00,,0.2,19.7,39,0.0,120.37722,22.35222,204,低,低,中,中,低,中,低,低,低,弱
臺南（麻豆）,臺南市,99,細懸浮微粒,普通,0.5,0.33,24.0,44.0,59.0,25.0,10.0,11.3,1.2,0.2,132,2025-04-08 03:00,,0.3,30.1,70,1.0,120.24583056,23.17904722,203,低,低,低,中,低,中,低,低,低,弱
高雄（湖內）,高雄市,90,細懸浮微粒,普通,1.7,0.36,25.0,39.0,65.0,32.0,15.0,17.2,1.7,0.5,63,2025-04-08 03:00,,0.3,26.6,60,1.0,120.24535,22.87985556,202,低,低,低,中,低,中,低,低,低,弱
宜蘭（頭城）,宜蘭縣,58,細懸浮微粒,普通,0.7,0.22,40.0,42.0,40.0,18.0,8.0,8.7,0.5,0.3,265,2025-04-08 03:00,,0.2,15.0,37,0.0,121.82463916,24.85366672,201,低,低,中,中,低,低,低,低,低,弱
員林,彰化縣,109,細懸浮微粒,對敏感族群不健康,4.1,0.32,52.0,54.0,64.0,33.0,10.0,10.8,0.8,0.2,353,2025-04-08 03:00,,0.3,33.7,66,1.0,120.5631893,23.9615945,139,低,低,中,中,低,中,低,低,低,弱
大城,彰化縣,132,臭氧八小時,對敏感族群不健康,0.9,0.23,68.0,80.0,54.0,22.0,2.0,3.2,0.9,0.2,30,2025-04-08 03:00,,0.2,24.6,57,1.0,120.26964167,23.85493056,85,低,低,中,高,低,中,低,低,低,弱
富貴角,新北市,47,,良好,1.2,0.2,43.0,51.0,18.0,10.0,1.0,1.3,0.0,0.9,128,2025-04-08 03:00,,0.1,11.7,24,0.0,121.53656894,25.29681695,84,低,低,中,中,低,低,低,低,低,弱
麥寮,雲林縣,91,懸浮微粒,普通,1.3,0.26,57.0,62.0,71.0,26.0,2.0,3.7,0.9,0.7,14,2025-04-08 03:00,,0.2,25.7,67,1.0,120.251825,23.753506,83,低,低,中,高,低,中,低,低,低,弱
關山,臺東縣,59,細懸浮微粒,普通,0.6,0.19,33.0,40.0,23.0,13.0,1.0,2.2,0.7,0.3,288,2025-04-08 03:00,,0.2,15.5,32,0.0,121.161933,23.045083,80,低,低,低,中,低,低,低,低,低,弱
馬公,澎湖縣,118,臭氧八小時,對敏感族群不健康,0.6,0.23,70.0,76.0,55.0,23.0,2.0,2.7,0.3,1.7,13,2025-04-08 03:00,,0.2,24.5,56,0.0,119.566158,23.569031,78,低,低,中,高,低,中,低,低,低,弱
金門,金門縣,102,細懸浮微粒,對敏感族群不健康,1.8,0.31,53.0,65.0,67.0,32.0,9.0,10.0,0.8,0.3,347,2025-04-08 03:00,,0.3,31.1,63,1.0,118.312256,24.432133,77,低,低,中,高,低,中,低,低,低,弱
馬祖,連江縣,126,臭氧八小時,對敏感族群不健康,1.5,0.4,80.0,78.0,71.0,30.0,4.0,4.9,0.3,2.9,338,2025-04-08 03:00,,0.2,28.5,62,1.0,119.952724,26.153736,75,低,低,高,高,低,中,低,低,低,弱
埔里,南投縣,73,細懸浮微粒,普通,1.0,0.3,14.0,23.0,32.0,18.0,4.0,5.9,1.1,0.5,163,2025-04-08 03:00,,0.3,20.7,34,1.0,120.967903,23.968842,72,低,低,低,低,低,低,低,低,低,弱
