sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid,so2_level,co_level,o3_level,o3_8hr_level,pm10_level,pm2.5_level,no2_level,nox_level,no_level,windspeed_level
大園,桃園市,64,細懸浮微粒,普通,0.9,0.27,20.0,40.0,42.0,19.0,13.0,13.4,0.4,1.4,147.0,2025-03-26 01:00,,0.2,17.1,35.0,1.0,121.20251473,25.06100357,18,低,低,低,中,低,低,低,低,低,弱
桃園,桃園市,85,細懸浮微粒,普通,2.6,0.47,12.0,33.0,49.0,29.0,27.0,27.7,0.5,0.2,224.0,2025-03-26 01:00,,0.5,25.0,44.0,2.0,121.30500531,24.9947107,17,低,低,低,中,低,中,中,低,低,弱
松山,臺北市,85,細懸浮微粒,普通,2.2,0.52,4.0,16.0,32.0,26.0,33.0,35.2,1.3,0.9,18.0,2025-03-26 01:00,,0.5,25.0,36.0,3.0,121.578611,25.05,15,低,低,低,低,低,中,中,中,低,弱
古亭,臺北市,73,細懸浮微粒,普通,0.9,0.34,22.0,25.0,29.0,14.0,15.0,16.6,0.6,1.0,83.0,2025-03-26 01:00,,0.5,20.6,32.0,1.0,121.529556,25.020608,14,低,低,低,低,低,低,低,低,低,弱
萬華,臺北市,67,細懸浮微粒,普通,0.3,0.4,29.0,25.0,24.0,12.0,18.0,19.3,0.5,0.5,155.0,2025-03-26 01:00,,0.6,18.5,34.0,1.0,121.507972,25.046503,13,低,低,低,低,低,低,低,低,低,弱
中山,臺北市,82,細懸浮微粒,普通,1.0,0.76,1.0,22.0,48.0,23.0,45.0,62.0,16.8,0.6,60.0,2025-03-26 01:00,,0.7,24.0,44.0,1.0,121.526528,25.062361,12,低,低,低,低,低,中,中,中,低,弱
士林,臺北市,75,細懸浮微粒,普通,0.9,0.33,37.0,40.0,24.0,16.0,15.0,15.9,0.6,1.1,134.0,2025-03-26 01:00,,0.4,21.1,35.0,1.0,121.51666356,25.10334003,11,低,低,低,中,低,低,低,低,低,弱
林口,新北市,73,細懸浮微粒,普通,2.1,0.31,19.0,37.0,52.0,21.0,21.0,22.3,1.3,0.2,28.0,2025-03-26 01:00,,0.3,20.5,44.0,1.0,121.36548982,25.07798949,9,低,低,低,中,低,低,低,低,低,弱
菜寮,新北市,84,細懸浮微粒,普通,0.8,0.53,22.0,37.0,24.0,23.0,28.0,29.8,1.1,1.4,127.0,2025-03-26 01:00,,0.5,24.5,39.0,1.0,121.481028,25.06895,8,低,低,低,中,低,中,中,低,低,弱
新莊,新北市,94,細懸浮微粒,普通,0.7,0.69,0.0,15.0,45.0,29.0,44.0,58.1,13.6,0.5,356.0,2025-03-26 01:00,,0.8,28.2,48.0,0.0,121.4325,25.037972,7,低,低,低,低,低,中,中,中,低,弱
板橋,新北市,92,細懸浮微粒,普通,1.1,0.75,11.0,22.0,32.0,24.0,36.0,38.6,2.5,0.9,104.0,2025-03-26 01:00,,0.9,27.6,48.0,1.0,121.458667,25.012972,6,低,低,低,低,低,中,中,中,低,弱
土城,新北市,103,細懸浮微粒,對敏感族群不健康,1.1,0.69,8.0,19.0,49.0,34.0,30.0,32.0,1.4,1.0,155.0,2025-03-26 01:00,,0.8,31.4,48.0,1.0,121.451861,24.982528,5,低,低,低,低,低,中,中,低,低,弱
新店,新北市,66,細懸浮微粒,普通,0.7,0.27,36.0,37.0,27.0,15.0,11.0,12.1,0.7,0.3,150.0,2025-03-26 01:00,,0.5,18.1,33.0,1.0,121.537778,24.977222,4,低,低,低,中,低,低,低,低,低,弱
萬里,新北市,73,細懸浮微粒,普通,0.9,0.21,45.0,47.0,28.0,17.0,2.0,2.9,0.2,4.4,230.0,2025-03-26 01:00,,0.2,20.4,30.0,1.0,121.689881,25.179667,3,低,低,中,中,低,低,低,低,低,弱
汐止,新北市,83,細懸浮微粒,普通,1.1,0.4,4.0,17.0,22.0,20.0,28.0,31.4,2.7,0.3,344.0,2025-03-26 01:00,,0.4,24.1,35.0,2.0,121.64081,25.06624,2,低,低,低,低,低,低,中,低,低,弱
基隆,基隆市,74,細懸浮微粒,普通,1.2,0.43,11.0,18.0,25.0,19.0,25.0,26.9,1.2,0.2,328.0,2025-03-26 01:00,,0.5,20.9,32.0,1.0,121.760056,25.129167,1,低,低,低,低,低,低,中,低,低,弱
屏東(枋山),屏東縣,55,細懸浮微粒,普通,0.2,0.26,46.0,56.0,24.0,16.0,1.0,1.9,0.1,3.5,92.0,2025-03-26 00:00,,0.2,13.9,24.0,,120.651472,22.260899,313,低,低,中,中,低,低,低,低,低,弱
臺南（南化）,臺南市,69,細懸浮微粒,普通,0.0,0.19,7.0,30.0,18.0,19.0,3.0,3.5,0.3,1.2,183.0,2025-03-26 00:00,,0.2,19.1,25.0,0.0,120.44583156,23.04562013,312,低,低,低,低,低,低,低,低,低,弱
新北（樹林）,新北市,108,細懸浮微粒,對敏感族群不健康,0.5,0.52,16.0,41.0,52.0,45.0,20.0,21.7,1.3,0.0,43.0,2025-03-26 00:00,,0.4,33.4,49.0,0.0,121.38352778,24.94902778,311,低,低,低,中,低,高,低,低,低,弱
台中市（和平區消防隊）,臺中市,62,細懸浮微粒,普通,0.1,0.23,43.0,51.0,21.0,14.0,2.0,2.5,0.1,0.2,130.0,2025-03-26 00:00,,0.3,16.5,22.0,0.0,120.883858,24.174592,310,低,低,低,中,低,低,低,低,低,弱
屏東（琉球）,屏東縣,57,細懸浮微粒,普通,1.2,0.18,35.0,48.0,21.0,14.0,6.0,7.4,0.9,0.5,192.0,2025-03-26 00:00,,0.2,14.6,23.0,1.0,120.37722,22.35222,204,低,低,低,中,低,低,低,低,低,弱
臺南（麻豆）,臺南市,69,細懸浮微粒,普通,1.0,0.33,13.0,25.0,40.0,19.0,15.0,17.5,1.6,0.9,111.0,2025-03-26 00:00,,0.2,19.0,37.0,0.0,120.24583056,23.17904722,203,低,低,低,低,低,低,低,低,低,弱
高雄（湖內）,高雄市,64,細懸浮微粒,普通,0.9,0.43,12.0,31.0,45.0,24.0,20.0,22.6,2.5,0.4,135.0,2025-03-26 00:00,,0.3,17.4,36.0,1.0,120.24535,22.87985556,202,低,低,低,低,低,中,低,低,低,弱
宜蘭（頭城）,宜蘭縣,63,細懸浮微粒,普通,1.1,0.24,28.0,31.0,26.0,11.0,6.0,6.7,0.4,0.3,138.0,2025-03-26 00:00,,0.2,17.0,33.0,1.0,121.82463916,24.85366672,201,低,低,低,低,低,低,低,低,低,弱
員林,彰化縣,68,細懸浮微粒,普通,0.9,0.25,28.0,42.0,32.0,19.0,8.0,10.2,1.3,2.0,173.0,2025-03-26 00:00,,0.2,18.7,37.0,1.0,120.5631893,23.9615945,139,低,低,低,中,低,低,低,低,低,弱
大城,彰化縣,52,細懸浮微粒,普通,1.4,0.17,22.0,33.0,27.0,15.0,4.0,5.3,0.7,0.3,186.0,2025-03-26 00:00,,0.1,13.0,26.0,1.0,120.26964167,23.85493056,85,低,低,低,中,低,低,低,低,低,弱
富貴角,新北市,84,臭氧八小時,普通,1.0,0.19,48.0,65.0,40.0,19.0,4.0,5.1,0.1,0.8,221.0,2025-03-26 00:00,,0.2,20.1,33.0,1.0,121.53656894,25.29681695,84,低,低,中,高,低,低,低,低,低,弱
麥寮,雲林縣,71,細懸浮微粒,普通,1.2,0.23,23.0,34.0,39.0,19.0,6.0,8.5,2.5,1.6,174.0,2025-03-26 00:00,,0.2,19.8,35.0,1.0,120.251825,23.753506,83,低,低,低,中,低,低,低,低,低,弱
關山,臺東縣,47,,良好,0.4,0.17,15.0,24.0,18.0,11.0,2.0,4.0,2.0,0.3,16.0,2025-03-26 00:00,,0.1,11.7,22.0,0.0,121.161933,23.045083,80,低,低,低,低,低,低,低,低,低,弱
馬公,澎湖縣,39,,良好,0.5,0.16,38.0,42.0,21.0,7.0,4.0,4.9,0.9,1.5,192.0,2025-03-26 00:00,,0.1,8.5,20.0,0.0,119.566158,23.569031,78,低,低,低,中,低,低,低,低,低,弱
金門,金門縣,73,細懸浮微粒,普通,1.3,0.18,47.0,50.0,35.0,19.0,9.0,10.4,0.6,2.3,206.0,2025-03-26 00:00,,0.1,20.6,37.0,1.0,118.312256,24.432133,77,低,低,中,中,低,低,低,低,低,弱
馬祖,連江縣,84,臭氧八小時,普通,1.3,0.16,52.0,65.0,42.0,17.0,5.0,6.3,0.4,5.9,204.0,2025-03-26 00:00,,0.1,19.8,50.0,1.0,119.952724,26.153736,75,低,低,中,高,低,低,低,低,低,中
埔里,南投縣,80,細懸浮微粒,普通,1.1,0.36,18.0,45.0,38.0,22.0,10.0,10.9,0.6,0.3,18.0,2025-03-26 00:00,,0.3,23.1,41.0,1.0,120.967903,23.968842,72,低,低,低,中,低,低,低,低,低,弱
復興,高雄市,63,細懸浮微粒,普通,1.4,0.42,25.0,39.0,42.0,21.0,19.0,19.6,0.5,1.0,92.0,2025-03-26 00:00,,0.4,16.8,31.0,2.0,120.312017,22.608711,71,低,低,低,中,低,低,低,低,低,弱
永和,新北市,76,細懸浮微粒,普通,0.9,0.5,24.0,27.0,27.0,16.0,20.0,21.6,1.6,1.0,126.0,2025-03-26 00:00,,0.8,21.8,35.0,1.0,121.516306,25.017,70,低,低,低,低,低,低,低,低,低,弱
竹山,南投縣,75,細懸浮微粒,普通,1.0,0.22,27.0,51.0,32.0,20.0,7.0,8.3,0.7,0.5,89.0,2025-03-26 00:00,,0.2,21.2,36.0,1.0,120.677306,23.756389,69,低,低,低,中,低,低,低,低,低,弱
中壢,桃園市,85,細懸浮微粒,普通,1.5,0.56,18.0,27.0,41.0,29.0,21.0,25.3,3.4,0.2,212.0,2025-03-26 00:00,,0.9,24.9,44.0,0.0,121.221667,24.953278,68,低,低,低,低,低,中,低,低,低,弱
冬山,宜蘭縣,53,細懸浮微粒,普通,0.8,0.57,17.0,34.0,27.0,9.0,13.0,14.9,1.8,0.3,229.0,2025-03-26 00:00,,0.2,13.1,29.0,1.0,121.792928,24.632203,66,低,低,低,中,低,低,低,低,低,弱
宜蘭,宜蘭縣,60,細懸浮微粒,普通,1.3,0.25,32.0,35.0,23.0,20.0,5.0,5.6,0.2,0.4,149.0,2025-03-26 00:00,,0.2,15.9,25.0,1.0,121.746394,24.747917,65,低,低,低,中,低,低,低,低,低,弱
花蓮,花蓮縣,50,,良好,0.5,0.19,28.0,29.0,21.0,12.0,2.0,2.6,0.0,2.9,218.0,2025-03-26 00:00,,0.2,12.3,25.0,0.0,121.599769,23.971306,63,低,低,低,低,低,低,低,低,低,弱
臺東,臺東縣,43,,良好,0.7,0.16,26.0,29.0,22.0,11.0,3.0,3.3,0.0,1.2,302.0,2025-03-26 00:00,,0.2,10.7,23.0,0.0,121.15045,22.755358,62,低,低,低,低,低,低,低,低,低,弱
恆春,屏東縣,43,,良好,1.2,0.16,34.0,46.0,13.0,7.0,1.0,1.4,0.3,1.8,352.0,2025-03-26 00:00,,0.1,9.6,18.0,1.0,120.788928,21.958069,61,低,低,低,中,低,低,低,低,低,弱
潮州,屏東縣,92,細懸浮微粒,普通,0.6,0.28,33.0,42.0,40.0,27.0,5.0,5.7,0.3,1.1,115.0,2025-03-26 00:00,,0.2,27.5,43.0,0.0,120.561175,22.523108,60,低,低,低,中,低,中,低,低,低,弱
屏東,屏東縣,85,細懸浮微粒,普通,1.0,0.5,28.0,52.0,60.0,30.0,18.0,18.5,0.4,0.4,74.0,2025-03-26 00:00,,0.4,24.8,51.0,1.0,120.488033,22.673081,59,低,低,低,中,低,中,低,低,低,弱
小港,高雄市,69,細懸浮微粒,普通,1.6,0.42,26.0,38.0,43.0,20.0,21.0,22.6,0.9,0.6,75.0,2025-03-26 00:00,,0.3,19.0,31.0,1.0,120.337736,22.565833,58,低,低,低,中,低,低,低,低,低,弱
前鎮,高雄市,60,細懸浮微粒,普通,2.3,0.65,17.0,35.0,42.0,18.0,25.0,27.9,2.4,0.3,301.0,2025-03-26 00:00,,0.4,15.7,34.0,3.0,120.30833356,22.6044507,57,低,低,低,中,低,低,中,低,低,弱
前金,高雄市,52,細懸浮微粒,普通,0.8,0.46,18.0,42.0,31.0,13.0,17.0,18.4,0.9,0.3,346.0,2025-03-26 00:00,,0.3,13.0,30.0,1.0,120.28676111,22.63390278,56,低,低,低,中,低,低,低,低,低,弱
左營,高雄市,55,細懸浮微粒,普通,0.6,0.48,12.0,45.0,25.0,12.0,20.0,21.3,0.6,0.3,331.0,2025-03-26 00:00,,0.3,13.9,25.0,1.0,120.292917,22.674861,54,低,低,低,中,低,低,低,低,低,弱
楠梓,高雄市,70,細懸浮微粒,普通,1.4,0.38,24.0,43.0,51.0,25.0,18.0,19.0,0.3,0.8,64.0,2025-03-26 00:00,,0.3,19.4,44.0,1.0,120.328289,22.733667,53,低,低,低,中,低,中,低,低,低,弱
林園,高雄市,84,細懸浮微粒,普通,0.4,0.34,20.0,41.0,79.0,32.0,11.0,12.4,0.5,0.4,61.0,2025-03-26 00:00,,0.2,24.6,60.0,1.0,120.41175,22.4795,52,低,低,低,中,低,中,低,低,低,弱
大寮,高雄市,94,細懸浮微粒,普通,1.3,0.3,22.0,33.0,65.0,45.0,10.0,11.6,0.7,0.6,163.0,2025-03-26 00:00,,0.3,28.1,49.0,8.0,120.425311,22.56413611,51,低,低,低,中,低,高,低,低,低,弱
鳳山,高雄市,75,細懸浮微粒,普通,1.1,0.43,29.0,40.0,46.0,29.0,15.0,16.1,0.6,0.4,120.0,2025-03-26 00:00,,0.5,21.3,37.0,2.0,120.357422,22.628126,50,低,低,低,中,低,中,低,低,低,弱
仁武,高雄市,66,細懸浮微粒,普通,2.2,0.35,29.0,46.0,42.0,18.0,15.0,16.5,0.5,0.9,109.0,2025-03-26 00:00,,0.3,18.1,37.0,3.0,120.332631,22.689056,49,低,低,低,中,低,低,低,低,低,弱
橋頭,高雄市,76,細懸浮微粒,普通,0.8,0.43,13.0,40.0,48.0,25.0,23.0,24.8,0.9,1.1,79.0,2025-03-26 00:00,,0.3,21.6,40.0,2.0,120.305689,22.757506,48,低,低,低,中,低,中,低,低,低,弱
美濃,高雄市,78,細懸浮微粒,普通,0.5,0.28,34.0,56.0,34.0,26.0,5.0,6.1,0.4,0.5,17.0,2025-03-26 00:00,,0.2,22.5,38.0,0.0,120.530542,22.883583,47,低,低,低,中,低,中,低,低,低,弱
臺南,臺南市,52,細懸浮微粒,普通,0.4,0.27,28.0,42.0,29.0,15.0,13.0,14.0,0.4,1.7,179.0,2025-03-26 00:00,,0.2,12.8,27.0,0.0,120.21947897,22.98928311,46,低,低,低,中,低,低,低,低,低,弱
安南,臺南市,62,細懸浮微粒,普通,1.6,0.52,10.0,39.0,51.0,23.0,31.0,33.8,2.1,1.8,127.0,2025-03-26 00:00,,0.3,16.7,35.0,1.0,120.2175,23.048197,45,低,低,低,中,低,中,中,低,低,弱
善化,臺南市,61,細懸浮微粒,普通,0.7,0.29,12.0,32.0,37.0,18.0,16.0,18.2,1.3,1.4,155.0,2025-03-26 00:00,,0.2,16.2,29.0,1.0,120.29740529,23.11337642,44,低,低,低,中,低,低,低,低,低,弱
新營,臺南市,59,細懸浮微粒,普通,0.5,0.26,23.0,40.0,29.0,15.0,9.0,10.2,1.2,1.4,187.0,2025-03-26 00:00,,0.2,15.6,31.0,0.0,120.31725,23.305633,43,低,低,低,中,低,低,低,低,低,弱
嘉義,嘉義市,66,細懸浮微粒,普通,1.0,0.27,21.0,42.0,27.0,24.0,9.0,9.6,0.3,0.9,132.0,2025-03-26 00:00,,0.2,18.0,29.0,1.0,120.44125148,23.46477865,42,低,低,低,中,低,中,低,低,低,弱
臺西,雲林縣,47,,良好,0.9,0.19,27.0,38.0,28.0,14.0,4.0,5.6,1.1,1.6,161.0,2025-03-26 00:00,,0.1,11.7,26.0,1.0,120.19933333,23.702175,41,低,低,低,中,低,低,低,低,低,弱
朴子,嘉義縣,56,細懸浮微粒,普通,0.6,0.14,23.0,39.0,25.0,12.0,4.0,5.4,0.5,0.8,141.0,2025-03-26 00:00,,0.1,14.4,26.0,0.0,120.2478,23.46538,40,低,低,低,中,低,低,低,低,低,弱
新港,嘉義縣,56,細懸浮微粒,普通,1.6,0.25,24.0,41.0,33.0,19.0,10.0,11.2,0.5,0.9,146.0,2025-03-26 00:00,,0.1,14.3,28.0,1.0,120.345531,23.554839,39,低,低,低,中,低,低,低,低,低,弱
崙背,雲林縣,61,細懸浮微粒,普通,0.8,0.21,23.0,36.0,33.0,18.0,5.0,6.0,0.8,0.7,129.0,2025-03-26 00:00,,0.1,16.2,31.0,1.0,120.348742,23.757547,38,低,低,低,中,低,低,低,低,低,弱
斗六,雲林縣,71,細懸浮微粒,普通,0.9,0.26,32.0,45.0,35.0,22.0,7.0,8.9,1.0,0.3,160.0,2025-03-26 00:00,,0.2,19.9,34.0,1.0,120.544994,23.711853,37,低,低,低,中,低,低,低,低,低,弱
南投,南投縣,83,細懸浮微粒,普通,1.4,0.26,20.0,47.0,38.0,26.0,10.0,10.4,0.3,1.5,145.0,2025-03-26 00:00,,0.2,24.1,42.0,1.0,120.685306,23.913,36,低,低,低,中,低,中,低,低,低,弱
二林,彰化縣,61,細懸浮微粒,普通,1.1,0.19,28.0,38.0,29.0,16.0,3.0,4.3,0.6,1.0,151.0,2025-03-26 00:00,,0.2,16.3,34.0,1.0,120.409653,23.925175,35,低,低,低,中,低,低,低,低,低,弱
線西,彰化縣,52,細懸浮微粒,普通,0.5,0.19,35.0,42.0,33.0,14.0,4.0,5.1,0.8,3.1,185.0,2025-03-26 00:00,,0.1,12.8,29.0,1.0,120.469061,24.131672,34,低,低,低,中,低,低,低,低,低,弱
彰化,彰化縣,64,細懸浮微粒,普通,2.1,0.28,21.0,34.0,35.0,21.0,11.0,12.6,1.6,1.2,203.0,2025-03-26 00:00,,0.2,17.2,31.0,1.0,120.541519,24.066,33,低,低,低,中,低,低,低,低,低,弱
西屯,臺中市,67,細懸浮微粒,普通,0.9,0.3,17.0,38.0,34.0,19.0,18.0,19.5,1.4,1.3,182.0,2025-03-26 00:00,,0.2,18.5,37.0,1.0,120.616917,24.162197,32,低,低,低,中,低,低,低,低,低,弱
忠明,臺中市,61,細懸浮微粒,普通,1.3,0.3,27.0,36.0,30.0,21.0,8.0,9.4,1.4,0.8,142.0,2025-03-26 00:00,,0.3,16.0,32.0,1.0,120.641092,24.151958,31,低,低,低,中,低,低,低,低,低,弱
大里,臺中市,81,細懸浮微粒,普通,0.7,0.4,22.0,34.0,39.0,26.0,15.0,16.2,1.0,0.3,125.0,2025-03-26 00:00,,0.3,23.6,37.0,1.0,120.67844444,24.09961111,30,低,低,低,中,低,中,低,低,低,弱
沙鹿,臺中市,57,細懸浮微粒,普通,0.4,0.19,33.0,39.0,25.0,9.0,5.0,5.7,0.4,2.4,180.0,2025-03-26 00:00,,0.2,14.7,34.0,,120.568794,24.225628,29,低,低,低,中,低,低,低,低,低,弱
豐原,臺中市,89,細懸浮微粒,普通,1.5,0.26,46.0,54.0,41.0,24.0,4.0,5.3,0.7,1.8,163.0,2025-03-26 00:00,,0.3,26.2,41.0,2.0,120.74252414,24.25699731,28,低,低,中,中,低,中,低,低,低,弱
三義,苗栗縣,81,細懸浮微粒,普通,1.0,0.27,35.0,52.0,40.0,23.0,5.0,6.0,0.3,2.3,203.0,2025-03-26 00:00,,0.2,23.6,40.0,1.0,120.75956754,24.38248443,27,低,低,低,中,低,中,低,低,低,弱
苗栗,苗栗縣,78,細懸浮微粒,普通,1.8,0.36,13.0,39.0,41.0,29.0,20.0,20.9,0.9,1.3,140.0,2025-03-26 00:00,,0.2,22.2,36.0,2.0,120.82011468,24.56499183,26,低,低,低,中,低,中,低,低,低,弱
頭份,苗栗縣,76,細懸浮微粒,普通,1.9,0.3,20.0,37.0,38.0,25.0,11.0,12.5,1.3,1.8,110.0,2025-03-26 00:00,,0.3,21.5,37.0,2.0,120.89869286,24.69690679,25,低,低,低,中,低,中,低,低,低,弱
新竹,新竹市,72,細懸浮微粒,普通,1.6,0.7,2.0,34.0,38.0,25.0,33.0,35.3,2.1,0.3,94.0,2025-03-26 00:00,,0.4,20.3,33.0,1.0,120.97236752,24.8056356,24,低,低,低,中,低,中,中,中,低,弱
竹東,新竹縣,73,細懸浮微粒,普通,0.9,0.25,22.0,38.0,26.0,21.0,7.0,8.6,1.5,1.7,118.0,2025-03-26 00:00,,0.2,20.6,32.0,1.0,121.08895493,24.74091408,23,低,低,低,中,低,低,低,低,低,弱
湖口,新竹縣,75,細懸浮微粒,普通,2.5,0.41,2.0,37.0,42.0,29.0,35.0,41.7,6.4,0.6,156.0,2025-03-26 00:00,,0.2,21.3,39.0,2.0,121.03886894,24.90009696,22,低,低,低,中,低,中,中,中,低,弱
龍潭,桃園市,75,細懸浮微粒,普通,1.5,0.37,9.0,44.0,44.0,24.0,29.0,30.5,1.3,0.3,151.0,2025-03-26 00:00,,0.3,21.2,44.0,1.0,121.21645772,24.86400048,21,低,低,低,中,低,中,中,低,低,弱
平鎮,桃園市,72,細懸浮微粒,普通,1.7,0.37,17.0,38.0,49.0,20.0,23.0,24.5,1.3,0.3,273.0,2025-03-26 00:00,,0.3,20.1,45.0,1.0,121.203986,24.952786,20,低,低,低,中,低,低,低,低,低,弱
觀音,桃園市,61,細懸浮微粒,普通,2.9,0.23,23.0,44.0,33.0,19.0,12.0,12.9,0.5,1.7,231.0,2025-03-26 00:00,,0.1,16.3,30.0,1.0,121.08283092,25.03556747,19,低,低,低,中,低,低,低,低,低,弱
大園,桃園市,61,細懸浮微粒,普通,1.2,0.29,25.0,46.0,35.0,25.0,13.0,14.3,0.4,1.6,247.0,2025-03-26 00:00,,0.2,16.1,33.0,1.0,121.20251473,25.06100357,18,低,低,低,中,低,中,低,低,低,弱
桃園,桃園市,81,細懸浮微粒,普通,2.5,0.56,16.0,41.0,49.0,29.0,31.0,32.1,0.6,0.2,329.0,2025-03-26 00:00,,0.5,23.5,43.0,2.0,121.30500531,24.9947107,17,低,低,低,中,低,中,中,低,低,弱
松山,臺北市,87,細懸浮微粒,普通,1.9,0.51,7.0,24.0,27.0,21.0,33.0,35.4,1.9,0.8,17.0,2025-03-26 00:00,,0.5,25.7,38.0,2.0,121.578611,25.05,15,低,低,低,低,低,低,中,中,低,弱
古亭,臺北市,80,細懸浮微粒,普通,0.9,0.35,25.0,31.0,19.0,17.0,18.0,18.5,0.3,1.4,214.0,2025-03-26 00:00,,0.5,23.1,35.0,1.0,121.529556,25.020608,14,低,低,低,低,低,低,低,低,低,弱
萬華,臺北市,75,細懸浮微粒,普通,0.3,0.45,25.0,30.0,26.0,13.0,24.0,25.0,0.9,0.5,141.0,2025-03-26 00:00,,0.6,21.1,39.0,1.0,121.507972,25.046503,13,低,低,低,低,低,低,低,低,低,弱
中山,臺北市,86,細懸浮微粒,普通,0.5,0.47,27.0,31.0,27.0,19.0,25.0,28.7,3.1,1.0,80.0,2025-03-26 00:00,,0.6,25.2,44.0,1.0,121.526528,25.062361,12,低,低,低,低,低,低,中,低,低,弱
士林,臺北市,78,細懸浮微粒,普通,1.0,0.39,35.0,45.0,30.0,19.0,18.0,19.5,0.5,0.6,131.0,2025-03-26 00:00,,0.4,22.4,39.0,1.0,121.51666356,25.10334003,11,低,低,低,中,低,低,低,低,低,弱
林口,新北市,73,細懸浮微粒,普通,2.0,0.34,20.0,44.0,40.0,21.0,26.0,28.0,1.2,0.2,271.0,2025-03-26 00:00,,0.3,20.6,42.0,1.0,121.36548982,25.07798949,9,低,低,低,中,低,低,中,低,低,弱
菜寮,新北市,87,細懸浮微粒,普通,1.0,0.59,19.0,43.0,27.0,24.0,31.0,33.1,1.2,1.2,121.0,2025-03-26 00:00,,0.5,25.5,43.0,1.0,121.481028,25.06895,8,低,低,低,中,低,中,中,低,低,弱
新莊,新北市,93,細懸浮微粒,普通,0.6,0.97,0.0,26.0,43.0,31.0,47.0,63.0,15.7,1.3,7.0,2025-03-26 00:00,,0.8,27.9,49.0,0.0,121.4325,25.037972,7,低,低,低,低,低,中,中,中,低,弱
板橋,新北市,94,細懸浮微粒,普通,1.3,0.9,2.0,31.0,63.0,35.0,47.0,53.6,6.5,0.5,107.0,2025-03-26 00:00,,0.8,28.1,50.0,1.0,121.458667,25.012972,6,低,低,低,低,低,中,中,中,低,弱
土城,新北市,102,細懸浮微粒,對敏感族群不健康,1.1,0.78,6.0,29.0,49.0,31.0,35.0,38.0,2.2,1.1,151.0,2025-03-26 00:00,,0.7,31.1,49.0,1.0,121.451861,24.982528,5,低,低,低,低,低,中,中,中,低,弱
新店,新北市,69,細懸浮微粒,普通,0.8,0.38,27.0,43.0,24.0,17.0,19.0,20.1,0.7,0.3,132.0,2025-03-26 00:00,,0.5,19.2,35.0,1.0,121.537778,24.977222,4,低,低,低,中,低,低,低,低,低,弱
萬里,新北市,75,細懸浮微粒,普通,0.7,0.21,45.0,53.0,21.0,18.0,3.0,3.3,0.2,4.6,229.0,2025-03-26 00:00,,0.2,21.2,32.0,1.0,121.689881,25.179667,3,低,低,中,中,低,低,低,低,低,弱
汐止,新北市,87,細懸浮微粒,普通,1.0,0.38,4.0,25.0,31.0,23.0,30.0,33.0,2.3,0.4,32.0,2025-03-26 00:00,,0.4,25.7,38.0,2.0,121.64081,25.06624,2,低,低,低,低,低,中,中,低,低,弱
基隆,基隆市,75,細懸浮微粒,普通,1.5,0.51,4.0,25.0,32.0,19.0,33.0,36.2,2.5,0.3,318.0,2025-03-26 00:00,,0.5,21.2,33.0,1.0,121.760056,25.129167,1,低,低,低,低,低,低,中,中,低,弱
屏東(枋山),屏東縣,61,臭氧八小時,普通,0.3,0.26,47.0,58.0,27.0,18.0,1.0,1.8,0.0,4.7,91.0,2025-03-25 23:00,,0.2,13.4,24.0,,120.651472,22.260899,313,低,低,中,中,低,低,低,低,低,弱
臺南（南化）,臺南市,67,細懸浮微粒,普通,0.0,0.22,8.0,34.0,24.0,19.0,3.0,4.0,0.2,1.2,167.0,2025-03-25 23:00,,0.2,18.5,27.0,0.0,120.44583156,23.04562013,312,低,低,低,中,低,低,低,低,低,弱
新北（樹林）,新北市,101,細懸浮微粒,對敏感族群不健康,0.8,0.54,21.0,50.0,50.0,37.0,22.0,24.4,1.6,0.0,17.0,2025-03-25 23:00,,0.4,30.7,49.0,0.0,121.38352778,24.94902778,311,低,低,低,中,低,中,低,低,低,弱
台中市（和平區消防隊）,臺中市,63,細懸浮微粒,普通,0.1,0.25,42.0,55.0,14.0,20.0,3.0,4.1,0.5,0.2,311.0,2025-03-25 23:00,,0.3,17.0,23.0,0.0,120.883858,24.174592,310,低,低,低,中,低,低,低,低,低,弱
屏東（琉球）,屏東縣,56,細懸浮微粒,普通,1.0,0.2,33.0,53.0,28.0,15.0,6.0,7.7,0.9,0.3,190.0,2025-03-25 23:00,,0.2,14.4,24.0,0.0,120.37722,22.35222,204,低,低,低,中,低,低,低,低,低,弱
臺南（麻豆）,臺南市,67,細懸浮微粒,普通,1.0,0.32,13.0,31.0,30.0,23.0,17.0,19.1,1.7,0.7,118.0,2025-03-25 23:00,,0.2,18.4,37.0,1.0,120.24583056,23.17904722,203,低,低,低,低,低,中,低,低,低,弱
高雄（湖內）,高雄市,59,細懸浮微粒,普通,0.8,0.4,10.0,38.0,36.0,17.0,27.0,31.3,3.7,0.4,120.0,2025-03-25 23:00,,0.2,15.4,33.0,1.0,120.24535,22.87985556,202,低,低,低,中,低,低,中,低,低,弱
宜蘭（頭城）,宜蘭縣,65,細懸浮微粒,普通,1.2,0.25,28.0,33.0,26.0,12.0,8.0,8.6,0.4,1.1,256.0,2025-03-25 23:00,,0.2,17.6,34.0,1.0,121.82463916,24.85366672,201,低,低,低,中,低,低,低,低,低,弱
