sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid,so2_level,co_level,o3_level,o3_8hr_level,pm10_level,pm2.5_level,no2_level,nox_level,no_level,windspeed_level
宜蘭（頭城）,宜蘭縣,41,,良好,0.7,0.18,46.0,44.0,8.0,3.0,3.0,4.1,0.8,1.5,68.0,2025-03-29 02:00,,0.1,3.7,11.0,0.0,121.82463916,24.85366672,201,低,低,中,中,低,低,低,低,低,弱
員林,彰化縣,51,細懸浮微粒,普通,1.4,0.23,33.0,32.0,16.0,11.0,7.0,8.2,0.9,2.8,42.0,2025-03-29 02:00,,0.2,12.5,20.0,1.0,120.5631893,23.9615945,139,低,低,低,中,低,低,低,低,低,弱
大城,彰化縣,54,細懸浮微粒,普通,1.9,0.23,31.0,36.0,27.0,8.0,11.0,11.8,0.6,3.5,48.0,2025-03-29 02:00,,0.2,13.6,29.0,1.0,120.26964167,23.85493056,85,低,低,低,中,低,低,低,低,低,弱
富貴角,新北市,57,懸浮微粒,普通,0.2,0.14,53.0,51.0,27.0,9.0,1.0,1.5,0.0,12.7,41.0,2025-03-29 02:00,,0.1,13.5,36.0,0.0,121.53656894,25.29681695,84,低,低,中,中,低,低,低,低,低,強
麥寮,雲林縣,55,懸浮微粒,普通,2.1,0.39,31.0,35.0,20.0,10.0,7.0,8.1,0.7,5.9,0.0,2025-03-29 02:00,,0.2,13.7,35.0,0.0,120.251825,23.753506,83,低,低,低,中,低,低,低,低,低,中
關山,臺東縣,37,,良好,0.7,0.21,40.0,40.0,6.0,1.0,2.0,2.7,0.5,1.9,29.0,2025-03-29 02:00,,0.2,3.7,5.0,0.0,121.161933,23.045083,80,低,低,低,中,低,低,低,低,低,弱
馬公,澎湖縣,62,細懸浮微粒,普通,0.2,0.21,46.0,48.0,33.0,13.0,2.0,3.0,0.4,8.2,32.0,2025-03-29 02:00,,0.1,16.5,36.0,0.0,119.566158,23.569031,78,低,低,中,中,低,低,低,低,低,中
金門,金門縣,79,細懸浮微粒,普通,0.8,0.27,36.0,45.0,33.0,18.0,5.0,5.8,0.7,3.0,61.0,2025-03-29 02:00,,0.2,22.6,46.0,0.0,118.312256,24.432133,77,低,低,低,中,低,低,低,低,低,弱
馬祖,連江縣,69,懸浮微粒,普通,0.5,0.23,40.0,40.0,39.0,16.0,4.0,5.3,0.8,3.6,330.0,2025-03-29 02:00,,0.2,18.4,47.0,0.0,119.952724,26.153736,75,低,低,低,中,低,低,低,低,低,弱
埔里,南投縣,73,細懸浮微粒,普通,1.3,0.29,14.0,32.0,33.0,19.0,9.0,10.2,0.7,0.3,347.0,2025-03-29 02:00,,0.3,20.4,35.0,1.0,120.967903,23.968842,72,低,低,低,中,低,低,低,低,低,弱
復興,高雄市,93,細懸浮微粒,普通,1.6,0.34,12.0,26.0,69.0,30.0,20.0,21.5,1.2,1.0,281.0,2025-03-29 02:00,,0.3,27.9,62.0,0.0,120.312017,22.608711,71,低,低,低,低,低,中,低,低,低,弱
永和,新北市,46,,良好,0.1,0.19,44.0,37.0,10.0,11.0,5.0,6.6,1.4,2.8,77.0,2025-03-29 02:00,,0.3,11.5,13.0,0.0,121.516306,25.017,70,低,低,中,中,低,低,低,低,低,弱
竹山,南投縣,66,細懸浮微粒,普通,1.2,0.23,22.0,23.0,16.0,12.0,11.0,12.3,1.0,1.2,3.0,2025-03-29 02:00,,0.2,17.9,29.0,1.0,120.677306,23.756389,69,低,低,低,低,低,低,低,低,低,弱
中壢,桃園市,44,,良好,0.0,0.23,43.0,31.0,11.0,8.0,7.0,7.8,0.3,1.6,21.0,2025-03-29 02:00,,0.4,11.0,18.0,0.0,121.221667,24.953278,68,低,低,低,低,低,低,低,低,低,弱
冬山,宜蘭縣,39,,良好,0.5,0.31,42.0,42.0,13.0,7.0,2.0,3.5,0.5,1.3,217.0,2025-03-29 02:00,,0.2,6.2,13.0,0.0,121.792928,24.632203,66,低,低,低,中,低,低,低,低,低,弱
宜蘭,宜蘭縣,36,,良好,0.6,0.2,42.0,39.0,5.0,6.0,4.0,4.8,0.7,1.8,96.0,2025-03-29 02:00,,0.2,6.4,8.0,0.0,121.746394,24.747917,65,低,低,低,中,低,低,低,低,低,弱
陽明,臺北市,44,,良好,0.7,0.19,50.0,47.0,2.0,0.0,2.0,2.6,0.6,2.2,360.0,2025-03-29 02:00,,0.2,0.8,4.0,0.0,121.529583,25.182722,64,低,低,中,中,低,低,低,低,低,弱
花蓮,花蓮縣,35,,良好,1.1,0.24,41.0,38.0,10.0,0.0,3.0,3.1,0.0,3.0,66.0,2025-03-29 02:00,,0.3,2.5,12.0,0.0,121.599769,23.971306,63,低,低,低,中,低,低,低,低,低,弱
臺東,臺東縣,36,,良好,0.7,0.2,41.0,39.0,6.0,4.0,1.0,3.0,1.3,1.5,319.0,2025-03-29 02:00,,0.2,5.7,10.0,1.0,121.15045,22.755358,62,低,低,低,中,低,低,低,低,低,弱
恆春,屏東縣,44,,良好,0.8,0.22,47.0,47.0,10.0,5.0,1.0,2.0,0.5,11.5,33.0,2025-03-29 02:00,,0.1,4.6,7.0,0.0,120.788928,21.958069,61,低,低,中,中,低,低,低,低,低,強
潮州,屏東縣,79,懸浮微粒,普通,0.5,0.28,16.0,33.0,63.0,26.0,13.0,13.8,0.7,1.2,243.0,2025-03-29 02:00,,0.2,21.7,56.0,0.0,120.561175,22.523108,60,低,低,低,中,低,中,低,低,低,弱
屏東,屏東縣,87,懸浮微粒,普通,1.3,0.26,18.0,30.0,66.0,22.0,12.0,12.8,0.7,1.9,263.0,2025-03-29 02:00,,0.2,23.9,63.0,0.0,120.488033,22.673081,59,低,低,低,低,低,低,低,低,低,弱
小港,高雄市,90,細懸浮微粒,普通,0.9,0.39,9.0,24.0,73.0,32.0,24.0,25.3,0.6,1.8,333.0,2025-03-29 02:00,,0.3,26.6,61.0,1.0,120.337736,22.565833,58,低,低,低,低,低,中,低,低,低,弱
前鎮,高雄市,90,懸浮微粒,普通,2.0,0.4,12.0,26.0,72.0,29.0,20.0,21.5,1.1,2.7,0.0,2025-03-29 02:00,,0.4,24.6,66.0,1.0,120.30833356,22.6044507,57,低,低,低,低,低,中,低,低,低,弱
前金,高雄市,91,懸浮微粒,普通,1.9,0.38,9.0,22.0,58.0,26.0,23.0,24.1,0.3,4.0,356.0,2025-03-29 02:00,,0.3,25.0,67.0,0.0,120.28676111,22.63390278,56,低,低,低,低,低,中,低,低,低,弱
左營,高雄市,90,細懸浮微粒,普通,1.6,0.37,10.0,26.0,64.0,28.0,20.0,20.9,0.9,2.8,10.0,2025-03-29 02:00,,0.3,26.6,65.0,1.0,120.292917,22.674861,54,低,低,低,低,低,中,低,低,低,弱
楠梓,高雄市,88,懸浮微粒,普通,2.1,0.35,13.0,26.0,51.0,21.0,17.0,18.1,0.2,1.5,359.0,2025-03-29 02:00,,0.3,23.9,64.0,1.0,120.328289,22.733667,53,低,低,低,低,低,低,低,低,低,弱
大寮,高雄市,83,細懸浮微粒,普通,2.0,0.33,11.0,24.0,69.0,28.0,17.0,17.7,0.5,1.5,351.0,2025-03-29 02:00,,0.2,24.2,60.0,1.0,120.425311,22.56413611,51,低,低,低,低,低,中,低,低,低,弱
鳳山,高雄市,98,細懸浮微粒,普通,2.7,0.38,10.0,22.0,69.0,33.0,21.0,21.2,0.1,1.4,284.0,2025-03-29 02:00,,0.4,29.5,63.0,2.0,120.357422,22.628126,50,低,低,低,低,低,中,低,低,低,弱
仁武,高雄市,87,細懸浮微粒,普通,2.1,0.38,13.0,25.0,50.0,24.0,18.0,19.4,0.9,3.2,344.0,2025-03-29 02:00,,0.3,25.7,61.0,1.0,120.332631,22.689056,49,低,低,低,低,低,中,低,低,低,弱
橋頭,高雄市,93,細懸浮微粒,普通,2.3,0.34,14.0,26.0,48.0,28.0,18.0,19.2,0.8,3.2,16.0,2025-03-29 02:00,,0.2,27.7,61.0,0.0,120.305689,22.757506,48,低,低,低,低,低,中,低,低,低,弱
美濃,高雄市,87,懸浮微粒,普通,1.4,0.34,17.0,31.0,60.0,23.0,11.0,11.7,0.5,1.6,271.0,2025-03-29 02:00,,0.2,24.8,63.0,0.0,120.530542,22.883583,47,低,低,低,低,低,中,低,低,低,弱
臺南,臺南市,70,細懸浮微粒,普通,1.3,0.3,20.0,29.0,32.0,14.0,14.0,14.5,0.2,2.2,7.0,2025-03-29 02:00,,0.2,19.6,46.0,0.0,120.21947897,22.98928311,46,低,低,低,低,低,低,低,低,低,弱
安南,臺南市,68,細懸浮微粒,普通,0.7,0.31,23.0,30.0,30.0,16.0,10.0,11.0,0.2,2.4,342.0,2025-03-29 02:00,,0.2,18.7,46.0,0.0,120.2175,23.048197,45,低,低,低,低,低,低,低,低,低,弱
善化,臺南市,70,細懸浮微粒,普通,1.1,0.26,22.0,25.0,28.0,14.0,10.0,11.1,1.1,2.6,18.0,2025-03-29 02:00,,0.2,19.5,44.0,1.0,120.29740529,23.11337642,44,低,低,低,低,低,低,低,低,低,弱
新營,臺南市,64,細懸浮微粒,普通,1.1,0.25,25.0,25.0,21.0,11.0,11.0,11.9,0.6,2.4,23.0,2025-03-29 02:00,,0.2,17.3,41.0,0.0,120.31725,23.305633,43,低,低,低,低,低,低,低,低,低,弱
嘉義,嘉義市,62,細懸浮微粒,普通,1.1,0.25,25.0,23.0,17.0,11.0,9.0,10.1,1.0,0.9,15.0,2025-03-29 02:00,,0.3,16.7,34.0,1.0,120.44125148,23.46477865,42,低,低,低,低,低,低,低,低,低,弱
臺西,雲林縣,58,懸浮微粒,普通,1.4,0.28,29.0,36.0,27.0,9.0,10.0,11.2,0.4,6.7,25.0,2025-03-29 02:00,,0.2,13.2,37.0,1.0,120.19933333,23.702175,41,低,低,低,中,低,低,低,低,低,中
朴子,嘉義縣,58,懸浮微粒,普通,0.6,0.15,31.0,30.0,27.0,11.0,6.0,6.4,0.1,1.8,351.0,2025-03-29 02:00,,0.2,13.8,37.0,0.0,120.2478,23.46538,40,低,低,低,低,低,低,低,低,低,弱
新港,嘉義縣,57,懸浮微粒,普通,1.5,0.21,30.0,27.0,16.0,10.0,7.0,7.9,0.2,2.6,351.0,2025-03-29 02:00,,0.2,14.4,36.0,1.0,120.345531,23.554839,39,低,低,低,低,低,低,低,低,低,弱
崙背,雲林縣,60,細懸浮微粒,普通,1.1,0.24,34.0,29.0,17.0,11.0,4.0,5.6,1.3,2.3,351.0,2025-03-29 02:00,,0.3,15.7,36.0,1.0,120.348742,23.757547,38,低,低,低,低,低,低,低,低,低,弱
斗六,雲林縣,58,細懸浮微粒,普通,1.7,0.27,23.0,27.0,19.0,11.0,10.0,11.5,0.7,1.7,336.0,2025-03-29 02:00,,0.2,15.2,27.0,1.0,120.544994,23.711853,37,低,低,低,低,低,低,低,低,低,弱
南投,南投縣,47,,良好,1.4,0.21,30.0,27.0,18.0,9.0,7.0,8.5,0.8,1.4,342.0,2025-03-29 02:00,,0.2,11.6,20.0,1.0,120.685306,23.913,36,低,低,低,低,低,低,低,低,低,弱
二林,彰化縣,58,懸浮微粒,普通,1.3,0.24,38.0,35.0,24.0,6.0,4.0,4.9,0.3,4.4,23.0,2025-03-29 02:00,,0.2,11.0,37.0,2.0,120.409653,23.925175,35,低,低,低,中,低,低,低,低,低,弱
線西,彰化縣,40,,良好,1.2,0.21,37.0,37.0,14.0,7.0,8.0,8.9,0.7,7.3,35.0,2025-03-29 02:00,,0.2,10.0,23.0,1.0,120.469061,24.131672,34,低,低,低,中,低,低,低,低,低,中
彰化,彰化縣,38,,良好,1.0,0.2,31.0,29.0,10.0,6.0,8.0,9.0,0.8,2.5,17.0,2025-03-29 02:00,,0.2,9.4,17.0,0.0,120.541519,24.066,33,低,低,低,低,低,低,低,低,低,弱
西屯,臺中市,31,,良好,1.0,0.2,35.0,33.0,9.0,3.0,4.0,6.6,1.8,4.1,2.0,2025-03-29 02:00,,0.2,7.2,17.0,1.0,120.616917,24.162197,32,低,低,低,中,低,低,低,低,低,弱
忠明,臺中市,34,,良好,1.5,0.24,28.0,28.0,11.0,6.0,8.0,9.5,0.8,1.8,4.0,2025-03-29 02:00,,0.2,8.4,16.0,1.0,120.641092,24.151958,31,低,低,低,低,低,低,低,低,低,弱
大里,臺中市,35,,良好,1.7,0.22,28.0,23.0,7.0,6.0,9.0,9.0,0.0,1.6,329.0,2025-03-29 02:00,,0.3,8.7,14.0,1.0,120.67844444,24.09961111,30,低,低,低,低,低,低,低,低,低,弱
沙鹿,臺中市,35,,良好,2.4,0.22,39.0,38.0,11.0,4.0,4.0,5.4,1.0,4.7,43.0,2025-03-29 02:00,,0.2,8.0,18.0,0.0,120.568794,24.225628,29,低,低,低,中,低,低,低,低,低,弱
豐原,臺中市,43,,良好,1.0,0.21,33.0,31.0,8.0,8.0,3.0,4.3,0.5,3.2,29.0,2025-03-29 02:00,,0.2,10.7,11.0,1.0,120.74252414,24.25699731,28,低,低,低,低,低,低,低,低,低,弱
三義,苗栗縣,34,,良好,1.1,0.2,39.0,37.0,6.0,5.0,3.0,3.2,0.1,6.7,13.0,2025-03-29 02:00,,0.2,6.8,10.0,1.0,120.75956754,24.38248443,27,低,低,低,中,低,低,低,低,低,中
苗栗,苗栗縣,36,,良好,1.7,0.2,40.0,39.0,15.0,7.0,6.0,7.1,0.9,4.6,21.0,2025-03-29 02:00,,0.2,7.7,14.0,1.0,120.82011468,24.56499183,26,低,低,低,中,低,低,低,低,低,弱
頭份,苗栗縣,38,,良好,1.2,0.21,44.0,39.0,17.0,5.0,6.0,7.2,0.6,3.3,43.0,2025-03-29 02:00,,0.2,9.4,20.0,1.0,120.89869286,24.69690679,25,低,低,中,中,低,低,低,低,低,弱
新竹,新竹市,49,,良好,0.5,0.2,47.0,41.0,10.0,9.0,4.0,5.5,0.9,4.2,48.0,2025-03-29 02:00,,0.2,12.2,19.0,1.0,120.97236752,24.8056356,24,低,低,中,中,低,低,低,低,低,弱
竹東,新竹縣,39,,良好,0.3,0.18,48.0,42.0,7.0,1.0,3.0,3.9,0.8,5.8,34.0,2025-03-29 02:00,,0.1,4.9,9.0,0.0,121.08895493,24.74091408,23,低,低,中,中,低,低,低,低,低,中
湖口,新竹縣,44,,良好,0.9,0.19,47.0,42.0,17.0,10.0,4.0,4.8,0.6,5.1,38.0,2025-03-29 02:00,,0.2,11.0,22.0,1.0,121.03886894,24.90009696,22,低,低,中,中,低,低,低,低,低,弱
龍潭,桃園市,38,,良好,0.8,0.17,45.0,41.0,13.0,6.0,5.0,6.3,0.5,5.9,50.0,2025-03-29 02:00,,0.2,6.3,16.0,0.0,121.21645772,24.86400048,21,低,低,中,中,低,低,低,低,低,中
平鎮,桃園市,41,,良好,0.4,0.22,44.0,36.0,13.0,7.0,6.0,6.9,0.7,3.1,59.0,2025-03-29 02:00,,0.2,10.1,19.0,0.0,121.203986,24.952786,20,低,低,中,中,低,低,低,低,低,弱
觀音,桃園市,48,,良好,1.3,0.16,47.0,43.0,21.0,8.0,4.0,4.6,0.0,8.3,63.0,2025-03-29 02:00,,0.1,11.9,23.0,0.0,121.08283092,25.03556747,19,低,低,中,中,低,低,低,低,低,中
大園,桃園市,52,細懸浮微粒,普通,1.3,0.17,47.0,38.0,14.0,8.0,4.0,5.3,0.4,6.6,40.0,2025-03-29 02:00,,0.2,12.9,23.0,1.0,121.20251473,25.06100357,18,低,低,中,中,低,低,低,低,低,中
桃園,桃園市,36,,良好,0.3,0.21,44.0,39.0,9.0,7.0,5.0,6.0,0.6,3.5,25.0,2025-03-29 02:00,,0.2,6.5,11.0,1.0,121.30500531,24.9947107,17,低,低,中,中,低,低,低,低,低,弱
松山,臺北市,45,,良好,1.1,0.18,46.0,38.0,7.0,7.0,5.0,5.8,0.7,2.5,20.0,2025-03-29 02:00,,0.2,11.1,11.0,0.0,121.578611,25.05,15,低,低,中,中,低,低,低,低,低,弱
古亭,臺北市,43,,良好,1.2,0.18,46.0,39.0,13.0,10.0,4.0,4.9,0.1,1.7,54.0,2025-03-29 02:00,,0.2,10.7,16.0,0.0,121.529556,25.020608,14,低,低,中,中,低,低,低,低,低,弱
萬華,臺北市,37,,良好,0.0,0.2,44.0,35.0,12.0,7.0,7.0,8.1,1.0,2.8,87.0,2025-03-29 02:00,,0.2,9.1,15.0,0.0,121.507972,25.046503,13,低,低,中,中,低,低,低,低,低,弱
中山,臺北市,33,,良好,0.7,0.2,46.0,35.0,10.0,6.0,5.0,6.1,1.1,1.9,51.0,2025-03-29 02:00,,0.3,8.3,13.0,0.0,121.526528,25.062361,12,低,低,中,中,低,低,低,低,低,弱
士林,臺北市,41,,良好,1.1,0.18,49.0,44.0,5.0,7.0,3.0,4.8,0.9,1.9,60.0,2025-03-29 02:00,,0.2,5.6,10.0,0.0,121.51666356,25.10334003,11,低,低,中,中,低,低,低,低,低,弱
淡水,新北市,44,,良好,0.3,0.18,47.0,43.0,13.0,14.0,2.0,2.6,0.0,4.6,20.0,2025-03-29 02:00,,0.2,11.0,15.0,1.0,121.449239,25.1645,10,低,低,中,中,低,低,低,低,低,弱
林口,新北市,36,,良好,0.5,0.18,45.0,38.0,5.0,7.0,4.0,5.0,0.7,4.1,46.0,2025-03-29 02:00,,0.2,9.0,12.0,0.0,121.36548982,25.07798949,9,低,低,中,中,低,低,低,低,低,弱
菜寮,新北市,38,,良好,0.6,0.2,47.0,41.0,7.0,6.0,6.0,6.5,0.0,3.0,74.0,2025-03-29 02:00,,0.2,7.3,9.0,0.0,121.481028,25.06895,8,低,低,中,中,低,低,低,低,低,弱
新莊,新北市,43,,良好,0.2,0.18,46.0,40.0,8.0,11.0,4.0,5.0,0.5,4.1,81.0,2025-03-29 02:00,,0.2,10.7,15.0,0.0,121.4325,25.037972,7,低,低,中,中,低,低,低,低,低,弱
土城,新北市,42,,良好,0.6,0.2,47.0,41.0,13.0,10.0,5.0,5.7,0.6,1.5,199.0,2025-03-29 02:00,,0.2,10.5,17.0,0.0,121.451861,24.982528,5,低,低,中,中,低,低,低,低,低,弱
新店,新北市,37,,良好,0.5,0.17,47.0,40.0,9.0,8.0,4.0,5.2,0.6,2.0,92.0,2025-03-29 02:00,,0.2,9.2,12.0,0.0,121.537778,24.977222,4,低,低,中,中,低,低,低,低,低,弱
萬里,新北市,73,懸浮微粒,普通,0.4,0.17,52.0,48.0,45.0,12.0,1.0,2.2,0.5,10.4,35.0,2025-03-29 02:00,,0.1,13.2,51.0,0.0,121.689881,25.179667,3,低,低,中,中,低,低,低,低,低,強
汐止,新北市,47,,良好,1.1,0.17,46.0,41.0,14.0,12.0,4.0,4.5,0.3,2.6,35.0,2025-03-29 02:00,,0.1,11.7,17.0,1.0,121.64081,25.06624,2,低,低,中,中,低,低,低,低,低,弱
基隆,基隆市,43,,良好,1.2,0.18,50.0,46.0,20.0,7.0,3.0,3.8,0.7,1.8,88.0,2025-03-29 02:00,,0.2,9.6,22.0,0.0,121.760056,25.129167,1,低,低,中,中,低,低,低,低,低,弱
屏東(枋山),屏東縣,43,,良好,0.1,0.23,45.0,46.0,3.0,1.0,0.0,1.0,0.1,4.8,80.0,2025-03-29 01:00,,0.2,2.8,10.0,0.0,120.651472,22.260899,313,低,低,中,中,低,低,低,低,低,弱
臺南（南化）,臺南市,88,細懸浮微粒,普通,0.3,0.36,14.0,29.0,39.0,19.0,10.0,10.7,0.2,0.9,351.0,2025-03-29 01:00,,0.2,26.0,56.0,0.0,120.44583156,23.04562013,312,低,低,低,低,低,低,低,低,低,弱
新北（樹林）,新北市,36,,良好,0.0,0.2,45.0,39.0,14.0,7.0,4.0,5.0,0.4,0.1,124.0,2025-03-29 01:00,,0.2,8.2,15.0,0.0,121.38352778,24.94902778,311,低,低,中,中,低,低,低,低,低,弱
台中市（和平區消防隊）,臺中市,43,,良好,0.5,0.22,23.0,26.0,8.0,7.0,3.0,4.2,0.3,0.4,88.0,2025-03-29 01:00,,0.2,10.6,15.0,0.0,120.883858,24.174592,310,低,低,低,低,低,低,低,低,低,弱
屏東（琉球）,屏東縣,80,細懸浮微粒,普通,2.1,0.37,13.0,34.0,65.0,25.0,26.0,27.5,0.8,1.5,312.0,2025-03-29 01:00,,0.2,23.0,55.0,1.0,120.37722,22.35222,204,低,低,低,中,低,中,中,低,低,弱
臺南（麻豆）,臺南市,74,懸浮微粒,普通,1.1,0.27,22.0,30.0,32.0,18.0,13.0,14.2,1.1,2.0,356.0,2025-03-29 01:00,,0.2,18.4,52.0,0.0,120.24583056,23.17904722,203,低,低,低,低,低,低,低,低,低,弱
高雄（湖內）,高雄市,77,細懸浮微粒,普通,1.8,0.33,14.0,29.0,50.0,27.0,20.0,21.3,0.5,1.1,323.0,2025-03-29 01:00,,0.2,21.9,54.0,1.0,120.24535,22.87985556,202,低,低,低,低,低,中,低,低,低,弱
宜蘭（頭城）,宜蘭縣,41,,良好,0.1,0.21,45.0,44.0,10.0,5.0,2.0,3.4,0.7,1.3,46.0,2025-03-29 01:00,,0.1,4.5,13.0,0.0,121.82463916,24.85366672,201,低,低,中,中,低,低,低,低,低,弱
員林,彰化縣,53,細懸浮微粒,普通,1.1,0.22,35.0,32.0,15.0,13.0,6.0,7.8,1.2,2.3,35.0,2025-03-29 01:00,,0.2,13.4,21.0,1.0,120.5631893,23.9615945,139,低,低,低,中,低,低,低,低,低,弱
大城,彰化縣,63,細懸浮微粒,普通,1.2,0.28,32.0,37.0,32.0,13.0,8.0,9.4,0.7,2.2,50.0,2025-03-29 01:00,,0.2,17.0,33.0,1.0,120.26964167,23.85493056,85,低,低,低,中,低,低,低,低,低,弱
富貴角,新北市,60,懸浮微粒,普通,0.0,0.14,54.0,50.0,30.0,9.0,1.0,1.2,0.0,12.5,42.0,2025-03-29 01:00,,0.1,14.5,39.0,0.0,121.53656894,25.29681695,84,低,低,中,中,低,低,低,低,低,強
麥寮,雲林縣,59,懸浮微粒,普通,1.1,0.27,33.0,36.0,30.0,12.0,6.0,7.2,0.6,5.6,2.0,2025-03-29 01:00,,0.2,14.0,38.0,0.0,120.251825,23.753506,83,低,低,低,中,低,低,低,低,低,中
關山,臺東縣,37,,良好,0.7,0.22,41.0,40.0,2.0,1.0,1.0,2.6,0.9,2.4,30.0,2025-03-29 01:00,,0.2,4.2,6.0,0.0,121.161933,23.045083,80,低,低,低,中,低,低,低,低,低,弱
馬公,澎湖縣,64,細懸浮微粒,普通,0.8,0.2,46.0,48.0,42.0,11.0,2.0,2.5,0.4,7.9,32.0,2025-03-29 01:00,,0.1,17.1,37.0,0.0,119.566158,23.569031,78,低,低,中,中,低,低,低,低,低,中
金門,金門縣,80,細懸浮微粒,普通,0.6,0.22,41.0,46.0,46.0,24.0,5.0,5.7,0.7,2.3,46.0,2025-03-29 01:00,,0.2,23.0,48.0,0.0,118.312256,24.432133,77,低,低,低,中,低,中,低,低,低,弱
馬祖,連江縣,72,懸浮微粒,普通,0.4,0.24,39.0,40.0,40.0,16.0,4.0,5.0,0.6,3.6,332.0,2025-03-29 01:00,,0.2,19.5,50.0,0.0,119.952724,26.153736,75,低,低,低,中,低,低,低,低,低,弱
埔里,南投縣,73,細懸浮微粒,普通,1.4,0.32,15.0,37.0,36.0,21.0,9.0,10.3,1.2,0.3,356.0,2025-03-29 01:00,,0.3,20.7,35.0,1.0,120.967903,23.968842,72,低,低,低,中,低,低,低,低,低,弱
復興,高雄市,89,細懸浮微粒,普通,1.3,0.34,16.0,31.0,71.0,31.0,18.0,18.8,0.5,0.9,111.0,2025-03-29 01:00,,0.3,26.4,60.0,0.0,120.312017,22.608711,71,低,低,低,低,低,中,低,低,低,弱
永和,新北市,46,,良好,0.5,0.27,44.0,35.0,8.0,12.0,5.0,6.7,1.0,2.7,87.0,2025-03-29 01:00,,0.3,11.5,15.0,0.0,121.516306,25.017,70,低,低,中,中,低,低,低,低,低,弱
竹山,南投縣,70,細懸浮微粒,普通,1.2,0.26,21.0,24.0,21.0,13.0,10.0,11.5,0.9,1.8,56.0,2025-03-29 01:00,,0.2,19.4,33.0,1.0,120.677306,23.756389,69,低,低,低,低,低,低,低,低,低,弱
中壢,桃園市,48,,良好,1.1,0.27,41.0,28.0,20.0,9.0,7.0,9.0,1.1,1.4,31.0,2025-03-29 01:00,,0.4,12.0,20.0,0.0,121.221667,24.953278,68,低,低,低,低,低,低,低,低,低,弱
冬山,宜蘭縣,38,,良好,0.4,0.33,41.0,41.0,6.0,6.0,5.0,6.2,0.6,1.0,183.0,2025-03-29 01:00,,0.2,6.5,15.0,0.0,121.792928,24.632203,66,低,低,低,中,低,低,低,低,低,弱
宜蘭,宜蘭縣,36,,良好,0.1,0.22,40.0,39.0,7.0,6.0,3.0,3.9,0.3,1.5,80.0,2025-03-29 01:00,,0.2,6.9,9.0,0.0,121.746394,24.747917,65,低,低,低,中,低,低,低,低,低,弱
陽明,臺北市,43,,良好,0.5,0.21,50.0,46.0,6.0,0.0,2.0,2.5,0.4,2.4,120.0,2025-03-29 01:00,,0.2,1.5,4.0,0.0,121.529583,25.182722,64,低,低,中,中,低,低,低,低,低,弱
花蓮,花蓮縣,35,,良好,1.3,0.26,40.0,38.0,7.0,0.0,4.0,4.9,0.8,2.3,66.0,2025-03-29 01:00,,0.3,3.5,12.0,0.0,121.599769,23.971306,63,低,低,低,中,低,低,低,低,低,弱
臺東,臺東縣,36,,良好,1.1,0.18,40.0,39.0,4.0,4.0,2.0,2.9,0.3,1.4,314.0,2025-03-29 01:00,,0.2,6.7,12.0,1.0,121.15045,22.755358,62,低,低,低,中,低,低,低,低,低,弱
恆春,屏東縣,44,,良好,0.6,0.19,48.0,47.0,8.0,5.0,1.0,2.1,0.7,10.6,29.0,2025-03-29 01:00,,0.1,4.9,9.0,0.0,120.788928,21.958069,61,低,低,中,中,低,低,低,低,低,強
潮州,屏東縣,79,懸浮微粒,普通,0.7,0.28,18.0,36.0,66.0,26.0,12.0,13.0,0.7,0.4,284.0,2025-03-29 01:00,,0.2,20.2,56.0,0.0,120.561175,22.523108,60,低,低,低,中,低,中,低,低,低,弱
屏東,屏東縣,84,懸浮微粒,普通,1.0,0.26,20.0,33.0,65.0,30.0,12.0,12.3,0.3,0.8,267.0,2025-03-29 01:00,,0.2,23.3,61.0,0.0,120.488033,22.673081,59,低,低,低,中,低,中,低,低,低,弱
小港,高雄市,80,懸浮微粒,普通,1.7,0.39,15.0,27.0,64.0,29.0,21.0,21.9,0.7,1.1,304.0,2025-03-29 01:00,,0.3,22.4,57.0,0.0,120.337736,22.565833,58,低,低,低,低,低,中,低,低,低,弱
前鎮,高雄市,87,懸浮微粒,普通,1.7,0.4,15.0,31.0,73.0,24.0,17.0,18.5,1.2,1.6,2.0,2025-03-29 01:00,,0.4,23.6,63.0,1.0,120.30833356,22.6044507,57,低,低,低,低,低,中,低,低,低,弱
前金,高雄市,91,懸浮微粒,普通,1.3,0.34,11.0,27.0,84.0,29.0,22.0,23.9,1.2,2.9,352.0,2025-03-29 01:00,,0.3,24.3,67.0,0.0,120.28676111,22.63390278,56,低,低,低,低,低,中,低,低,低,弱
左營,高雄市,89,懸浮微粒,普通,1.6,0.35,13.0,33.0,70.0,31.0,17.0,18.7,1.3,2.2,354.0,2025-03-29 01:00,,0.2,25.8,65.0,1.0,120.292917,22.674861,54,低,低,低,中,低,中,低,低,低,弱
楠梓,高雄市,89,懸浮微粒,普通,1.6,0.34,15.0,31.0,69.0,25.0,17.0,17.4,0.3,1.2,324.0,2025-03-29 01:00,,0.2,24.5,65.0,1.0,120.328289,22.733667,53,低,低,低,低,低,中,低,低,低,弱
