sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
苗栗,苗栗縣,35,,良好,1.7,0.21,36,38,4,2,6,6.8,0.7,3.4,16,2025-03-30 08:00,,0.2,4.7,3,1,120.82011468,24.56499183,26
頭份,苗栗縣,37,,良好,1.8,0.24,39,40,3,8,7,8.2,1.1,0.3,45,2025-03-30 08:00,,0.2,5.9,5,1,120.89869286,24.69690679,25
新竹,新竹市,38,,良好,1.7,0.23,44,41,4,7,5,5.8,0.6,3.8,39,2025-03-30 08:00,,0.2,5.6,5,1,120.97236752,24.8056356,24
竹東,新竹縣,40,,良好,0.4,0.2,42,43,2,0,3,4,0.4,5.1,40,2025-03-30 08:00,,0.1,0.7,3,0,121.08895493,24.74091408,23
湖口,新竹縣,38,,良好,1,0.2,46,41,7,0,3,4,0.9,6.7,43,2025-03-30 08:00,,0.2,3.4,9,1,121.03886894,24.90009696,22
龍潭,桃園市,37,,良好,1,0.21,42,40,7,4,5,6.5,0.6,7,54,2025-03-30 08:00,,0.2,2.8,7,1,121.21645772,24.86400048,21
平鎮,桃園市,34,,良好,0.5,0.27,41,37,4,5,8,9,0.7,3.6,72,2025-03-30 08:00,,0.2,4.6,6,0,121.203986,24.952786,20
觀音,桃園市,38,,良好,0.3,0.16,46,41,10,5,4,4.3,0.2,6.5,83,2025-03-30 08:00,,0.1,6.7,10,0,121.08283092,25.03556747,19
大園,桃園市,33,,良好,1.5,0.24,42,36,9,7,11,13.7,2,5.7,51,2025-03-30 08:00,,0.2,6.3,11,2,121.20251473,25.06100357,18
桃園,桃園市,35,,良好,1.2,0.27,42,38,0,4,6,7.4,0.6,3.5,40,2025-03-30 08:00,,0.2,3.5,4,0,121.30500531,24.9947107,17
大同,臺北市,52,二氧化氮,普通,0.7,0.45,26,34,26,11,23,35.8,12.7,-,-,2025-03-30 08:00,,0.3,7.4,9,0,121.51342074,25.06331455,16
松山,臺北市,37,,良好,1.5,0.19,43,40,1,4,6,7.4,0.7,1.9,22,2025-03-30 08:00,,0.2,4.7,3,1,121.578611,25.05,15
古亭,臺北市,37,,良好,0.8,0.21,44,40,3,3,6,7.2,1,1.8,59,2025-03-30 08:00,,0.2,5.5,6,1,121.529556,25.020608,14
萬華,臺北市,36,,良好,0.7,0.21,42,39,9,1,8,8.7,0.7,3,108,2025-03-30 08:00,,0.2,3.2,8,0,121.507972,25.046503,13
中山,臺北市,36,,良好,0.7,0.28,40,39,9,2,10,11.6,1.4,2.9,72,2025-03-30 08:00,,0.2,3.8,8,0,121.526528,25.062361,12
士林,臺北市,39,,良好,0.4,0.19,46,42,0,3,4,5.4,1,1.5,146,2025-03-30 08:00,,0.2,1.5,4,0,121.51666356,25.10334003,11
淡水,新北市,38,,良好,0.3,0.2,45,41,7,5,2,3.5,0.7,2.9,20,2025-03-30 08:00,,0.2,5.8,9,0,121.449239,25.1645,10
林口,新北市,36,,良好,0.5,0.21,41,39,3,6,6,7.4,1.1,2.5,41,2025-03-30 08:00,,0.2,2.7,5,0,121.36548982,25.07798949,9
菜寮,新北市,37,,良好,0.6,0.22,44,40,8,7,6,7,0.4,2.5,83,2025-03-30 08:00,,0.2,5,7,0,121.481028,25.06895,8
新莊,新北市,35,,良好,0.2,0.2,43,38,3,3,5,6.4,1,2.8,91,2025-03-30 08:00,,0.2,3.8,3,0,121.4325,25.037972,7
板橋,新北市,38,,良好,0.7,0.24,44,41,3,5,7,8.9,1.2,2.3,104,2025-03-30 08:00,,0.2,3.8,3,1,121.458667,25.012972,6
土城,新北市,38,,良好,0.5,0.23,46,41,8,2,6,6.9,0.9,1.7,74,2025-03-30 08:00,,0.2,5.6,7,0,121.451861,24.982528,5
新店,新北市,37,,良好,0.5,0.21,44,40,2,1,6,7.3,0.6,1.6,119,2025-03-30 08:00,,0.2,1.5,3,0,121.537778,24.977222,4
萬里,新北市,61,懸浮微粒,普通,0.7,0.18,51,46,44,8,2,2.7,0.7,8.2,35,2025-03-30 08:00,,0.2,7.8,40,0,121.689881,25.179667,3
汐止,新北市,38,,良好,0.8,0.19,46,41,7,7,4,5.1,1.1,1.9,27,2025-03-30 08:00,,0.2,5.2,7,1,121.64081,25.06624,2
基隆,基隆市,42,,良好,1,0.2,50,45,14,2,2,3.6,1.2,2.3,96,2025-03-30 08:00,,0.2,3.4,13,1,121.760056,25.129167,1
屏東(枋山),屏東縣,55,細懸浮微粒,普通,0.3,0.21,31,30,35,13,5,6.1,0.3,2,359,2025-03-30 07:00,,0.2,14,33,0,120.651472,22.260899,313
臺南（南化）,臺南市,39,,良好,0.3,0.2,25,28,12,6,4,4.5,0.3,1,347,2025-03-30 07:00,,0.2,9.7,17,0,120.44583156,23.04562013,312
新北（樹林）,新北市,38,,良好,0.1,0.23,40,41,2,4,7,9.3,2.1,0.1,134,2025-03-30 07:00,,0.2,2.8,6,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,23,,良好,0.2,0.25,18,25,0,3,4,6.1,1.8,0.7,343,2025-03-30 07:00,,0.2,2.4,2,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,81,細懸浮微粒,普通,5,0.62,13,16,45,28,20,21.5,1.1,3.2,319,2025-03-30 07:00,,0.5,23.4,42,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,40,,良好,0.4,0.22,32,34,12,9,6,7.3,1,2.8,0,2025-03-30 07:00,,0.1,9.8,16,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,52,細懸浮微粒,普通,1.6,0.23,25,26,20,11,11,12.6,0.8,1.8,45,2025-03-30 07:00,,0.2,12.7,23,2,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,38,,良好,0.7,0.2,40,41,10,3,3,2.8,0,1.1,40,2025-03-30 07:00,,0.1,3,9,0,121.82463916,24.85366672,201
員林,彰化縣,35,,良好,1.1,0.25,31,38,6,3,7,8.1,1,2.1,41,2025-03-30 07:00,,0.2,6.1,9,1,120.5631893,23.9615945,139
大城,彰化縣,33,,良好,1.5,0.27,32,36,3,7,7,9.4,2.1,2.5,46,2025-03-30 07:00,,0.2,7.8,11,1,120.26964167,23.85493056,85
富貴角,新北市,44,,良好,0.2,0.13,54,48,22,5,1,1.3,0,12.7,52,2025-03-30 07:00,,0.1,7,25,0,121.53656894,25.29681695,84
麥寮,雲林縣,35,,良好,2,0.33,32,38,9,2,7,8.1,1,,0,2025-03-30 07:00,,0.3,5.7,14,1,120.251825,23.753506,83
關山,臺東縣,40,,良好,0.8,0.17,42,43,3,3,1,2.5,0.7,2.6,10,2025-03-30 07:00,,0.1,4.7,4,0,121.161933,23.045083,80
馬公,澎湖縣,41,,良好,1.1,0.22,45,44,15,3,2,2.6,0.4,7.8,31,2025-03-30 07:00,,0.2,6.7,16,0,119.566158,23.569031,78
金門,金門縣,31,,良好,0.9,0.29,29,33,3,4,4,4.9,0.4,3.2,34,2025-03-30 07:00,,0.2,7.2,12,0,118.312256,24.432133,77
馬祖,連江縣,48,,良好,0.7,0.18,45,40,18,8,2,3.2,0.5,3.2,330,2025-03-30 07:00,,0.2,11.8,29,0,119.952724,26.153736,75
埔里,南投縣,40,,良好,0.9,0.24,14,19,25,10,4,5.1,0.9,0.4,63,2025-03-30 07:00,,0.2,9.8,24,1,120.967903,23.968842,72
復興,高雄市,57,細懸浮微粒,普通,1.3,0.28,23,25,27,13,10,11.7,1.5,1.6,247,2025-03-30 07:00,,0.2,14.7,30,1,120.312017,22.608711,71
永和,新北市,36,,良好,0.7,0.25,41,39,3,5,5,6.1,0.8,3.3,83,2025-03-30 07:00,,0.2,6.8,6,0,121.516306,25.017,70
竹山,南投縣,28,,良好,1.1,0.17,27,29,10,5,4,5.7,0.8,1.8,68,2025-03-30 07:00,,0.1,7,14,1,120.677306,23.756389,69
中壢,桃園市,33,,良好,0.8,0.3,30,35,7,5,14,20.1,5.3,0.8,12,2025-03-30 07:00,,0.2,6.6,8,0,121.221667,24.953278,68
三重,新北市,51,二氧化氮,普通,0.6,0.49,23,25,5,4,22,40.3,18.1,-,-,2025-03-30 07:00,,0.4,5.7,8,0,121.493806,25.072611,67
冬山,宜蘭縣,40,,良好,0.5,0.19,40,43,2,0,1,1.8,0.1,1.2,305,2025-03-30 07:00,,0.1,1.2,1,0,121.792928,24.632203,66
宜蘭,宜蘭縣,38,,良好,0.4,0.19,36,41,0,3,2,2.9,0.6,0.8,178,2025-03-30 07:00,,0.1,5.2,2,0,121.746394,24.747917,65
陽明,臺北市,42,,良好,0.8,0.21,49,45,6,0,1,1.9,0.4,3.3,170,2025-03-30 07:00,,0.2,0.5,4,0,121.529583,25.182722,64
花蓮,花蓮縣,33,,良好,0.9,0.24,31,36,5,0,4,5.7,1,0.8,302,2025-03-30 07:00,,0.2,0.2,6,1,121.599769,23.971306,63
臺東,臺東縣,40,,良好,0.8,0.17,43,43,13,4,2,2.2,0,2,332,2025-03-30 07:00,,0.1,2.8,11,0,121.15045,22.755358,62
恆春,屏東縣,46,,良好,0.9,0.17,49,50,7,2,0,1.5,0.7,11.9,35,2025-03-30 07:00,,0.1,2.6,6,0,120.788928,21.958069,61
潮州,屏東縣,66,細懸浮微粒,普通,0.8,0.23,20,22,33,15,6,7.1,0.1,1.9,22,2025-03-30 07:00,,0.2,17.8,38,1,120.561175,22.523108,60
屏東,屏東縣,57,細懸浮微粒,普通,0.9,0.24,22,24,31,11,7,8.1,0.6,1.4,343,2025-03-30 07:00,,0.2,14.6,32,2,120.488033,22.673081,59
小港,高雄市,68,細懸浮微粒,普通,0.8,0.29,22,22,25,19,12,13.9,1.8,2,341,2025-03-30 07:00,,0.2,18.7,31,1,120.337736,22.565833,58
前鎮,高雄市,60,細懸浮微粒,普通,0.8,0.28,24,25,34,14,10,11.4,0.9,4,11,2025-03-30 07:00,,0.2,15.7,36,1,120.30833356,22.6044507,57
前金,高雄市,55,細懸浮微粒,普通,1.1,0.26,23,26,27,12,9,10.1,0.3,3.9,352,2025-03-30 07:00,,0.2,14,33,1,120.28676111,22.63390278,56
左營,高雄市,55,細懸浮微粒,普通,1,0.28,24,26,23,13,8,9.1,0.8,2.8,2,2025-03-30 07:00,,0.2,14.1,27,1,120.292917,22.674861,54
楠梓,高雄市,54,細懸浮微粒,普通,0.3,0.23,25,27,22,15,8,8.5,0,1.8,13,2025-03-30 07:00,,0.2,13.7,28,1,120.328289,22.733667,53
林園,高雄市,72,細懸浮微粒,普通,2.6,0.31,17,20,41,22,12,12.9,0.4,1.9,19,2025-03-30 07:00,,0.2,20.2,40,3,120.41175,22.4795,52
大寮,高雄市,65,細懸浮微粒,普通,0.8,0.27,19,22,43,21,10,11.5,1,2.6,0,2025-03-30 07:00,,0.2,17.5,33,3,120.425311,22.56413611,51
鳳山,高雄市,62,細懸浮微粒,普通,1.5,0.32,22,24,26,12,10,12.1,1.9,1.7,281,2025-03-30 07:00,,0.2,16.6,31,2,120.357422,22.628126,50
仁武,高雄市,56,細懸浮微粒,普通,1.4,0.26,24,26,21,11,9,10.3,0.4,2.7,339,2025-03-30 07:00,,0.2,14.5,27,1,120.332631,22.689056,49
橋頭,高雄市,58,細懸浮微粒,普通,1.1,0.24,26,29,26,13,8,8.8,0.8,3.3,16,2025-03-30 07:00,,0.2,14.9,28,1,120.305689,22.757506,48
美濃,高雄市,50,,良好,0.9,0.25,22,25,22,10,6,6.4,0.3,0.6,311,2025-03-30 07:00,,0.2,12.4,23,1,120.530542,22.883583,47
臺南,臺南市,44,,良好,0.9,0.2,33,33,18,10,7,8,0.7,3.9,6,2025-03-30 07:00,,0.1,11,21,1,120.21947897,22.98928311,46
安南,臺南市,43,,良好,0.7,0.24,33,34,13,8,6,8,1.4,3.1,339,2025-03-30 07:00,,0.2,10.7,18,0,120.2175,23.048197,45
善化,臺南市,47,,良好,1.3,0.19,31,32,19,8,6,7.8,1.4,3.8,7,2025-03-30 07:00,,0.1,11.6,20,1,120.29740529,23.11337642,44
新營,臺南市,35,,良好,0.7,0.24,32,35,13,8,6,6.6,0.4,3.1,21,2025-03-30 07:00,,0.2,8.6,15,1,120.31725,23.305633,43
嘉義,嘉義市,34,,良好,1.3,0.23,32,33,7,9,5,5.6,0.1,2.7,41,2025-03-30 07:00,,0.2,8.4,13,1,120.44125148,23.46477865,42
臺西,雲林縣,34,,良好,1.5,0.25,36,37,10,4,4,5.3,0.4,6.5,30,2025-03-30 07:00,,0.2,6.9,16,1,120.19933333,23.702175,41
朴子,嘉義縣,36,,良好,0.2,0.17,33,39,9,2,4,4.3,0,1.3,27,2025-03-30 07:00,,0.1,6,12,0,120.2478,23.46538,40
新港,嘉義縣,34,,良好,1.3,0.23,32,37,6,0,5,5.8,0.5,2.9,30,2025-03-30 07:00,,0.1,6.2,13,1,120.345531,23.554839,39
崙背,雲林縣,36,,良好,0,0.24,33,39,2,6,4,5.1,0.4,2.4,19,2025-03-30 07:00,,,8.7,12,1,120.348742,23.757547,38
斗六,雲林縣,31,,良好,0.7,0.22,30,34,10,7,3,4.3,0.7,1.4,40,2025-03-30 07:00,,0.1,7.3,14,1,120.544994,23.711853,37
南投,南投縣,31,,良好,1.3,0.23,28,33,7,3,7,7.5,0.5,0.8,336,2025-03-30 07:00,,0.1,5,11,1,120.685306,23.913,36
二林,彰化縣,38,,良好,1.6,0.24,36,41,17,0,3,3.6,0.1,4.8,28,2025-03-30 07:00,,0.2,4.4,19,1,120.409653,23.925175,35
線西,彰化縣,38,,良好,1.2,0.23,37,41,4,1,6,6.8,0.4,4.9,41,2025-03-30 07:00,,0.2,2.8,6,0,120.469061,24.131672,34
彰化,彰化縣,32,,良好,0.7,0.23,29,35,2,1,6,7,0.8,2,22,2025-03-30 07:00,,0.1,3,5,1,120.541519,24.066,33
西屯,臺中市,36,,良好,0.7,0.24,32,39,5,1,5,5.8,0.6,2.4,9,2025-03-30 07:00,,0.2,2.6,6,1,120.616917,24.162197,32
忠明,臺中市,31,,良好,1.1,0.26,28,34,6,0,6,7.3,1.2,1.1,1,2025-03-30 07:00,,0.2,3.7,7,1,120.641092,24.151958,31
大里,臺中市,31,,良好,0.9,0.25,27,33,0,3,8,8.3,0,1.3,14,2025-03-30 07:00,,0.2,4.1,4,1,120.67844444,24.09961111,30
沙鹿,臺中市,36,,良好,0.1,0.24,35,39,4,4,4,4.7,0,4.6,81,2025-03-30 07:00,,0.2,4.5,8,1,120.568794,24.225628,29
豐原,臺中市,33,,良好,0.7,0.24,31,36,5,3,3,3.9,0.7,2.1,35,2025-03-30 07:00,,0.2,3.7,3,0,120.74252414,24.25699731,28
三義,苗栗縣,36,,良好,1,0.24,35,39,3,1,,,,5.5,16,2025-03-30 07:00,,0.2,2.4,2,1,120.75956754,24.38248443,27
苗栗,苗栗縣,36,,良好,1.8,0.2,37,39,0,2,4,5.2,0.6,3.7,10,2025-03-30 07:00,,0.1,5.3,3,1,120.82011468,24.56499183,26
頭份,苗栗縣,38,,良好,1.9,0.24,40,41,0,4,5,5.8,0.8,0.3,34,2025-03-30 07:00,,0.2,5.4,6,1,120.89869286,24.69690679,25
新竹,新竹市,38,,良好,1.7,0.22,42,41,0,3,4,5.1,0.7,3.8,33,2025-03-30 07:00,,0.2,5.4,6,1,120.97236752,24.8056356,24
竹東,新竹縣,40,,良好,0.3,0.2,42,43,0,2,3,3.7,0.4,6.2,30,2025-03-30 07:00,,0.1,0.9,3,0,121.08895493,24.74091408,23
湖口,新竹縣,37,,良好,1,0.21,45,40,8,2,2,3.7,0.8,6.4,44,2025-03-30 07:00,,0.2,4.5,10,1,121.03886894,24.90009696,22
龍潭,桃園市,38,,良好,1,0.21,40,41,6,2,5,5.4,0.2,6.2,51,2025-03-30 07:00,,0.1,2.6,8,1,121.21645772,24.86400048,21
平鎮,桃園市,35,,良好,0.6,0.26,38,38,4,4,8,9.5,0.7,2.5,72,2025-03-30 07:00,,0.2,4.9,7,0,121.203986,24.952786,20
觀音,桃園市,38,,良好,0.2,0.16,46,41,6,7,3,3.7,0,7.5,77,2025-03-30 07:00,,0.1,6.7,10,0,121.08283092,25.03556747,19
大園,桃園市,32,,良好,3.7,0.21,41,35,9,5,11,13.5,2.2,6.8,58,2025-03-30 07:00,,0.2,6.4,12,2,121.20251473,25.06100357,18
桃園,桃園市,35,,良好,1.2,0.27,36,38,0,3,7,7.5,0.5,2.6,51,2025-03-30 07:00,,0.2,3.3,5,0,121.30500531,24.9947107,17
大同,臺北市,38,,良好,0.6,0.35,31,35,4,7,16,23.5,6.8,-,-,2025-03-30 07:00,,0.3,6.7,6,0,121.51342074,25.06331455,16
松山,臺北市,37,,良好,1.2,0.19,43,40,2,4,4,5.2,0.4,2.5,17,2025-03-30 07:00,,0.2,4.8,4,1,121.578611,25.05,15
古亭,臺北市,37,,良好,0.6,0.21,42,40,5,4,5,5.9,0.8,1.9,62,2025-03-30 07:00,,0.2,5.9,6,1,121.529556,25.020608,14
萬華,臺北市,36,,良好,0.7,0.22,40,39,8,3,6,7.3,0.6,2.4,104,2025-03-30 07:00,,0.2,3.7,7,0,121.507972,25.046503,13
中山,臺北市,36,,良好,0.6,0.28,38,39,9,2,9,10.4,1.1,1.9,69,2025-03-30 07:00,,0.2,4.3,8,0,121.526528,25.062361,12
士林,臺北市,39,,良好,0.5,0.19,45,42,2,1,3,4.6,0.8,1.9,162,2025-03-30 07:00,,0.2,1.2,5,0,121.51666356,25.10334003,11
淡水,新北市,38,,良好,0.3,0.19,46,41,11,6,2,2.8,0.6,4.1,20,2025-03-30 07:00,,0.2,6,10,0,121.449239,25.1645,10
林口,新北市,37,,良好,0.3,0.2,41,40,6,1,6,7,1,2.6,56,2025-03-30 07:00,,0.2,2.4,6,0,121.36548982,25.07798949,9
菜寮,新北市,37,,良好,0.6,0.23,41,40,8,3,7,7.6,0.4,2.5,89,2025-03-30 07:00,,0.2,4.9,6,0,121.481028,25.06895,8
新莊,新北市,34,,良好,0.1,0.21,39,37,2,2,5,7,1.4,4.7,82,2025-03-30 07:00,,0.2,4,4,0,121.4325,25.037972,7
板橋,新北市,38,,良好,0.7,0.25,42,41,0,2,6,7.5,1.1,2.8,98,2025-03-30 07:00,,0.2,3.5,4,1,121.458667,25.012972,6
土城,新北市,37,,良好,0.4,0.24,41,40,8,5,5,6.2,0.6,1.5,338,2025-03-30 07:00,,0.2,6.2,7,0,121.451861,24.982528,5
新店,新北市,37,,良好,0.5,0.22,41,40,2,0,5,6.4,0.5,1.6,8,2025-03-30 07:00,,0.2,1.7,3,0,121.537778,24.977222,4
萬里,新北市,61,懸浮微粒,普通,0.6,0.19,51,46,42,10,1,2.4,0.7,8.6,38,2025-03-30 07:00,,0.2,8,40,0,121.689881,25.179667,3
汐止,新北市,38,,良好,0.7,0.19,45,41,5,6,3,4.1,0.8,2.8,37,2025-03-30 07:00,,0.2,4.8,7,1,121.64081,25.06624,2
基隆,基隆市,42,,良好,1,0.2,49,45,16,3,2,3.3,1.2,2.2,93,2025-03-30 07:00,,0.2,3.8,13,1,121.760056,25.129167,1
屏東(枋山),屏東縣,57,細懸浮微粒,普通,0.4,0.18,40,32,27,12,5,6,0.1,3.4,71,2025-03-30 06:00,,0.2,14.8,33,0,120.651472,22.260899,313
臺南（南化）,臺南市,43,,良好,0.3,0.19,26,28,18,11,4,4.3,0.2,1.3,359,2025-03-30 06:00,,0.2,10.6,18,0,120.44583156,23.04562013,312
新北（樹林）,新北市,38,,良好,0,0.23,40,41,6,2,4,5,0.1,0.1,135,2025-03-30 06:00,,0.2,2.9,7,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,24,,良好,0.2,0.2,24,26,0,0,2,3.4,0.6,0.7,145,2025-03-30 06:00,,0.1,2.3,3,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,80,細懸浮微粒,普通,2.4,0.35,16,19,39,21,14,15.2,0.4,1.2,316,2025-03-30 06:00,,0.4,23,42,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,40,,良好,0.9,0.2,33,34,12,10,7,8.2,1,3.3,9,2025-03-30 06:00,,0.1,10,19,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,53,細懸浮微粒,普通,1.8,0.24,24,26,21,11,10,11.2,0.6,1.3,274,2025-03-30 06:00,,0.2,13.4,24,2,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,39,,良好,0.7,0.22,37,42,9,4,2,2.8,0,0.9,23,2025-03-30 06:00,,0.1,3.4,9,0,121.82463916,24.85366672,201
員林,彰化縣,36,,良好,0.9,0.24,33,39,7,4,5,6.2,1,3.6,43,2025-03-30 06:00,,0.2,7,10,1,120.5631893,23.9615945,139
大城,彰化縣,35,,良好,1.8,0.24,35,38,3,5,7,8.8,1.6,3.7,47,2025-03-30 06:00,,0.2,8.2,12,1,120.26964167,23.85493056,85
富貴角,新北市,44,,良好,0.3,0.13,52,47,29,5,1,1.2,0,14.3,46,2025-03-30 06:00,,0.1,7.4,25,0,121.53656894,25.29681695,84
麥寮,雲林縣,36,,良好,1.7,0.32,33,39,4,5,4,5.9,1.1,5.3,358,2025-03-30 06:00,,0.2,6.7,16,1,120.251825,23.753506,83
關山,臺東縣,40,,良好,0.9,0.16,43,43,2,4,1,2.1,0.7,2.7,16,2025-03-30 06:00,,0.1,5.2,5,0,121.161933,23.045083,80
馬公,澎湖縣,41,,良好,0.8,0.22,45,44,18,4,2,2.5,0.4,8.2,34,2025-03-30 06:00,,0.2,7.3,15,0,119.566158,23.569031,78
金門,金門縣,32,,良好,0.9,0.27,31,34,6,6,4,5,0.5,3.2,40,2025-03-30 06:00,,0.2,7.9,14,0,118.312256,24.432133,77
馬祖,連江縣,52,懸浮微粒,普通,0.6,0.18,45,39,19,8,2,3.2,0.4,2.7,347,2025-03-30 06:00,,0.2,12.6,32,0,119.952724,26.153736,75
埔里,南投縣,43,,良好,0.9,0.23,16,21,21,7,3,4.4,0.9,0.4,300,2025-03-30 06:00,,0.2,10.7,26,1,120.967903,23.968842,72
復興,高雄市,58,細懸浮微粒,普通,1.4,0.24,24,25,26,13,9,11.7,1.8,1.8,284,2025-03-30 06:00,,0.2,15.2,31,1,120.312017,22.608711,71
永和,新北市,36,,良好,0.7,0.25,39,39,4,6,4,5.1,0.5,2.3,91,2025-03-30 06:00,,0.2,7.7,7,0,121.516306,25.017,70
竹山,南投縣,30,,良好,1.1,0.16,27,30,11,6,4,5.5,0.7,1.6,20,2025-03-30 06:00,,0.1,7.5,17,1,120.677306,23.756389,69
中壢,桃園市,34,,良好,0.6,0.25,34,37,6,4,10,13.8,3.4,1.3,31,2025-03-30 06:00,,0.2,6.7,9,0,121.221667,24.953278,68
三重,新北市,51,二氧化氮,普通,0.7,0.45,21,25,6,3,22,38.2,15.9,-,-,2025-03-30 06:00,,0.4,6.1,9,0,121.493806,25.072611,67
冬山,宜蘭縣,40,,良好,0.4,0.17,41,43,1,1,1,1.7,0.1,1.6,278,2025-03-30 06:00,,0.1,1.5,1,0,121.792928,24.632203,66
宜蘭,宜蘭縣,39,,良好,0.5,0.17,39,42,2,8,1,2.4,0.4,1.4,298,2025-03-30 06:00,,0.1,5.5,3,0,121.746394,24.747917,65
陽明,臺北市,42,,良好,0.9,0.23,47,45,6,1,1,2.3,0.4,2,,2025-03-30 06:00,,0.2,0.7,4,0,121.529583,25.182722,64
花蓮,花蓮縣,35,,良好,0.8,0.21,31,38,3,0,3,4.5,0.8,0.9,258,2025-03-30 06:00,,0.2,0.2,7,1,121.599769,23.971306,63
臺東,臺東縣,40,,良好,0.9,0.15,45,43,15,3,2,1.7,0,1.8,318,2025-03-30 06:00,,0.1,2.7,11,0,121.15045,22.755358,62
恆春,屏東縣,46,,良好,0.9,0.16,48,50,5,3,0,1.6,0.7,12.5,35,2025-03-30 06:00,,0.1,2.5,6,0,120.788928,21.958069,61
潮州,屏東縣,67,細懸浮微粒,普通,0.7,0.24,20,22,29,18,7,7.5,0,1.1,8,2025-03-30 06:00,,0.2,18.5,39,1,120.561175,22.523108,60
屏東,屏東縣,59,細懸浮微粒,普通,0.9,0.25,22,25,31,15,7,8.1,0.6,1.6,296,2025-03-30 06:00,,0.2,15.4,33,2,120.488033,22.673081,59
小港,高雄市,67,細懸浮微粒,普通,1.6,0.28,20,22,32,17,13,15,1.3,1.5,328,2025-03-30 06:00,,0.2,18.5,32,1,120.337736,22.565833,58
前鎮,高雄市,61,細懸浮微粒,普通,1.1,0.26,24,25,34,14,9,9.9,0.4,2.7,358,2025-03-30 06:00,,0.2,16.1,37,1,120.30833356,22.6044507,57
前金,高雄市,57,細懸浮微粒,普通,1.1,0.25,25,26,29,15,7,7.6,0.2,4.5,349,2025-03-30 06:00,,0.2,14.7,33,1,120.28676111,22.63390278,56
左營,高雄市,57,細懸浮微粒,普通,1.2,0.24,24,26,22,14,7,8.3,0.8,2.4,327,2025-03-30 06:00,,0.2,14.6,30,1,120.292917,22.674861,54
楠梓,高雄市,55,細懸浮微粒,普通,,0.22,26,28,24,15,7,7.9,0.3,2.1,348,2025-03-30 06:00,,0.2,14.1,30,1,120.328289,22.733667,53
林園,高雄市,71,細懸浮微粒,普通,1.7,0.26,20,20,37,17,10,10.7,0.2,1,22,2025-03-30 06:00,,0.3,19.9,41,3,120.41175,22.4795,52
大寮,高雄市,63,細懸浮微粒,普通,0.6,0.25,21,23,27,12,8,9.7,0.7,1.5,336,2025-03-30 06:00,,0.2,16.9,32,3,120.425311,22.56413611,51
鳳山,高雄市,66,細懸浮微粒,普通,1.5,0.29,20,24,32,17,10,11.9,1.1,1.4,281,2025-03-30 06:00,,0.2,17.9,33,2,120.357422,22.628126,50
仁武,高雄市,59,細懸浮微粒,普通,2.2,0.26,24,27,25,11,10,10.7,0.2,2.6,331,2025-03-30 06:00,,0.2,15.5,29,1,120.332631,22.689056,49
橋頭,高雄市,60,細懸浮微粒,普通,1.3,0.22,26,29,27,14,8,8.8,0.7,3.3,12,2025-03-30 06:00,,0.2,15.7,30,1,120.305689,22.757506,48
美濃,高雄市,53,細懸浮微粒,普通,0.8,0.24,22,26,22,11,5,6.2,0.3,1.1,275,2025-03-30 06:00,,0.2,13.2,24,1,120.530542,22.883583,47
臺南,臺南市,46,,良好,1,0.2,30,33,14,10,8,9.8,0.9,3.9,7,2025-03-30 06:00,,0.1,11.5,23,1,120.21947897,22.98928311,46
安南,臺南市,46,,良好,1,0.23,32,34,15,11,7,8.5,1.2,3.4,327,2025-03-30 06:00,,0.2,11.5,20,0,120.2175,23.048197,45
善化,臺南市,52,細懸浮微粒,普通,1.2,0.19,30,32,18,12,5,7.2,1.3,4.3,0,2025-03-30 06:00,,0.1,12.8,21,1,120.29740529,23.11337642,44
新營,臺南市,35,,良好,1.1,0.22,34,36,8,8,6,7.3,0.7,2.8,13,2025-03-30 06:00,,0.2,8.6,16,1,120.31725,23.305633,43
嘉義,嘉義市,33,,良好,1.1,0.21,32,34,12,9,4,4.8,0.2,2.8,10,2025-03-30 06:00,,0.2,8.1,15,1,120.44125148,23.46477865,42
臺西,雲林縣,35,,良好,1.8,0.26,34,38,9,6,5,6.3,0.4,8.5,24,2025-03-30 06:00,,0.2,7.5,18,1,120.19933333,23.702175,41
朴子,嘉義縣,36,,良好,0.1,0.16,35,39,8,5,3,3.9,0,2.5,353,2025-03-30 06:00,,0.1,6.9,15,0,120.2478,23.46538,40
新港,嘉義縣,35,,良好,1.3,0.21,33,38,8,5,5,5.7,0.5,3.8,359,2025-03-30 06:00,,0.1,7.7,15,1,120.345531,23.554839,39
崙背,雲林縣,40,,良好,0,0.24,,40,1,10,3,4.4,0.5,2.8,3,2025-03-30 06:00,,,9.9,17,1,120.348742,23.757547,38
