sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
斗六,雲林縣,31,,良好,0.5,0.18,33,34,13,7,2,3.2,0.5,1.8,353,2025-03-30 06:00,,0.1,7.5,15,1,120.544994,23.711853,37
南投,南投縣,31,,良好,1.4,0.17,31,34,11,3,4,5.2,0.4,1.5,343,2025-03-30 06:00,,0.1,5.5,13,1,120.685306,23.913,36
二林,彰化縣,39,,良好,1.7,0.24,37,42,9,2,2,2.6,0,6,26,2025-03-30 06:00,,0.2,5.7,21,1,120.409653,23.925175,35
線西,彰化縣,38,,良好,1.5,0.23,36,41,3,4,6,7.2,0.4,7.2,42,2025-03-30 06:00,,0.2,3.3,7,0,120.469061,24.131672,34
彰化,彰化縣,33,,良好,0.7,0.21,31,36,0,1,5,6,0.8,2.8,18,2025-03-30 06:00,,0.1,3.7,7,1,120.541519,24.066,33
西屯,臺中市,37,,良好,0.8,0.23,35,40,4,1,4,5.5,0.7,4.4,359,2025-03-30 06:00,,0.1,3.5,7,1,120.616917,24.162197,32
忠明,臺中市,32,,良好,1.1,0.25,28,35,7,2,6,7.3,1.1,2,356,2025-03-30 06:00,,0.2,4.9,9,1,120.641092,24.151958,31
大里,臺中市,31,,良好,0.9,0.22,30,34,0,3,6,6.8,0,2.3,347,2025-03-30 06:00,,0.1,4.3,5,1,120.67844444,24.09961111,30
沙鹿,臺中市,37,,良好,0,0.23,36,40,4,3,4,4.6,0.3,4.7,44,2025-03-30 06:00,,0.2,4.7,9,1,120.568794,24.225628,29
豐原,臺中市,34,,良好,0.7,0.22,32,37,0,3,2,3.4,0.6,2.2,354,2025-03-30 06:00,,0.1,3.7,2,0,120.74252414,24.25699731,28
三義,苗栗縣,37,,良好,0.9,0.24,34,40,0,1,,,,6.8,14,2025-03-30 06:00,,0.2,2.9,2,1,120.75956754,24.38248443,27
苗栗,苗栗縣,37,,良好,1.7,0.2,37,40,0,5,4,5,0.8,3.9,19,2025-03-30 06:00,,0.1,5.7,4,1,120.82011468,24.56499183,26
頭份,苗栗縣,39,,良好,1.8,0.23,40,42,4,6,3,4.5,0.8,0.3,37,2025-03-30 06:00,,0.2,5.7,8,1,120.89869286,24.69690679,25
新竹,新竹市,38,,良好,1.5,0.23,41,41,2,3,4,4.8,0.6,4.2,50,2025-03-30 06:00,,0.2,5.8,7,1,120.97236752,24.8056356,24
竹東,新竹縣,41,,良好,0.3,0.2,40,44,0,1,3,3.7,0.4,5.1,21,2025-03-30 06:00,,0.1,0.6,4,0,121.08895493,24.74091408,23
湖口,新竹縣,37,,良好,1,0.22,41,40,7,1,3,4.1,0.7,6.4,44,2025-03-30 06:00,,0.2,5.1,11,1,121.03886894,24.90009696,22
龍潭,桃園市,38,,良好,1,0.21,39,41,7,0,4,4.9,0.2,7,60,2025-03-30 06:00,,0.1,3.1,9,1,121.21645772,24.86400048,21
平鎮,桃園市,35,,良好,0.4,0.25,39,38,4,1,7,8.2,0.9,2.3,58,2025-03-30 06:00,,0.2,5,8,0,121.203986,24.952786,20
觀音,桃園市,37,,良好,0.4,0.17,43,40,8,9,4,4.2,0,6.9,80,2025-03-30 06:00,,0.1,7,11,0,121.08283092,25.03556747,19
大園,桃園市,33,,良好,2.7,0.22,41,36,12,4,9,11.2,1.9,6,47,2025-03-30 06:00,,0.2,6.5,13,2,121.20251473,25.06100357,18
桃園,桃園市,35,,良好,1,0.28,35,38,4,0,7,7.5,0.5,2.2,26,2025-03-30 06:00,,0.2,3.6,6,0,121.30500531,24.9947107,17
大同,臺北市,32,,良好,0.6,0.31,36,35,1,5,7,8.7,1.6,-,-,2025-03-30 06:00,,0.3,7,7,0,121.51342074,25.06331455,16
松山,臺北市,36,,良好,1.3,0.2,41,39,2,2,3,4,0.3,2.1,19,2025-03-30 06:00,,0.2,5.2,4,1,121.578611,25.05,15
古亭,臺北市,37,,良好,0.5,0.21,40,40,4,5,4,5.2,1,2.2,54,2025-03-30 06:00,,0.2,6.6,8,1,121.529556,25.020608,14
萬華,臺北市,36,,良好,0.7,0.23,40,39,9,3,4,4.9,0.4,2.4,99,2025-03-30 06:00,,0.2,4,7,0,121.507972,25.046503,13
中山,臺北市,36,,良好,0.7,0.26,39,39,6,3,5,6.1,0.8,2.1,69,2025-03-30 06:00,,0.2,5,9,0,121.526528,25.062361,12
士林,臺北市,40,,良好,0.5,0.21,41,43,4,0,3,4.3,0.7,1.8,96,2025-03-30 06:00,,0.2,1.2,6,0,121.51666356,25.10334003,11
淡水,新北市,38,,良好,0.3,0.21,43,41,10,5,2,2.7,0.7,1.7,30,2025-03-30 06:00,,0.2,6.1,9,0,121.449239,25.1645,10
林口,新北市,37,,良好,0.4,0.21,40,40,7,0,4,5.2,0.9,3,49,2025-03-30 06:00,,0.2,3.1,6,0,121.36548982,25.07798949,9
菜寮,新北市,37,,良好,0.5,0.23,39,40,8,2,5,5.8,0.3,1.5,76,2025-03-30 06:00,,0.2,5,6,0,121.481028,25.06895,8
新莊,新北市,35,,良好,0.2,0.22,34,38,0,2,5,7.1,1.4,2.4,33,2025-03-30 06:00,,0.2,4.6,5,0,121.4325,25.037972,7
板橋,新北市,38,,良好,0.7,0.25,41,41,0,2,4,5.8,1.1,2.9,101,2025-03-30 06:00,,0.2,3.5,5,1,121.458667,25.012972,6
土城,新北市,38,,良好,0.4,0.24,39,41,5,6,5,5.6,0.5,1.5,116,2025-03-30 06:00,,0.2,6.7,7,0,121.451861,24.982528,5
新店,新北市,37,,良好,0.3,0.22,39,40,2,0,5,5.8,0.7,2.1,77,2025-03-30 06:00,,0.2,2.1,4,0,121.537778,24.977222,4
萬里,新北市,60,懸浮微粒,普通,0.6,0.2,48,46,43,6,1,2.1,0.5,11.7,36,2025-03-30 06:00,,0.2,7.8,39,0,121.689881,25.179667,3
汐止,新北市,38,,良好,0.7,0.2,42,41,3,2,3,4,0.8,1.7,36,2025-03-30 06:00,,0.2,4.6,7,1,121.64081,25.06624,2
基隆,基隆市,42,,良好,1,0.21,46,45,13,0,1,3,1.2,2.1,96,2025-03-30 06:00,,0.2,4.6,12,1,121.760056,25.129167,1
屏東(枋山),屏東縣,60,細懸浮微粒,普通,0.5,0.23,27,33,40,19,7,7.5,0.1,1.2,332,2025-03-30 05:00,,0.2,15.7,36,0,120.651472,22.260899,313
臺南（南化）,臺南市,44,,良好,0.4,0.2,28,29,18,7,4,4.5,0.2,1,354,2025-03-30 05:00,,0.2,10.9,19,0,120.44583156,23.04562013,312
新北（樹林）,新北市,38,,良好,0.1,0.22,39,41,5,1,4,4.4,0,0.1,132,2025-03-30 05:00,,0.2,3.9,7,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,25,,良好,0.2,0.21,24,27,0,0,2,3.1,0.7,0.7,131,2025-03-30 05:00,,0.2,3.1,4,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,82,細懸浮微粒,普通,2.5,0.3,21,20,38,23,10,11.3,0.3,1.6,335,2025-03-30 05:00,,0.4,23.7,45,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,41,,良好,1.1,0.2,32,34,11,10,7,8.2,0.9,2.9,359,2025-03-30 05:00,,0.1,10.2,21,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,57,細懸浮微粒,普通,1.7,0.22,27,27,19,12,9,9.6,0.5,1.4,31,2025-03-30 05:00,,0.2,14.6,27,2,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,41,,良好,0.7,0.2,35,44,8,0,3,3.1,0.1,0.9,46,2025-03-30 05:00,,0.1,3.1,10,0,121.82463916,24.85366672,201
員林,彰化縣,38,,良好,1,0.23,37,41,9,6,5,6.1,1.1,2.9,58,2025-03-30 05:00,,0.2,7.2,11,1,120.5631893,23.9615945,139
大城,彰化縣,37,,良好,2.3,0.29,30,39,4,6,10,11.6,1.6,2.8,51,2025-03-30 05:00,,0.2,9.2,14,1,120.26964167,23.85493056,85
富貴角,新北市,44,,良好,0.2,0.16,49,47,27,6,1,1.6,0,12.2,43,2025-03-30 05:00,,0.1,8.3,25,0,121.53656894,25.29681695,84
麥寮,雲林縣,37,,良好,1.5,0.3,36,40,6,3,4,6.4,1.6,5.4,1,2025-03-30 05:00,,0.2,7.3,19,1,120.251825,23.753506,83
關山,臺東縣,40,,良好,0.9,0.16,43,43,4,7,1,2,0.6,1.8,26,2025-03-30 05:00,,0.1,5.2,5,0,121.161933,23.045083,80
馬公,澎湖縣,42,,良好,0.9,0.23,41,45,14,6,2,3,0.7,8.1,31,2025-03-30 05:00,,0.2,8,14,0,119.566158,23.569031,78
金門,金門縣,32,,良好,0.9,0.26,32,35,9,4,4,4.9,0.5,2.8,32,2025-03-30 05:00,,0.2,7.9,16,0,118.312256,24.432133,77
馬祖,連江縣,55,懸浮微粒,普通,0.5,0.21,40,38,16,6,3,3.8,0.5,3.2,338,2025-03-30 05:00,,0.2,12.9,35,0,119.952724,26.153736,75
埔里,南投縣,50,,良好,0.7,0.23,17,22,20,7,3,4.7,1.1,0.7,314,2025-03-30 05:00,,0.2,11.8,30,1,120.967903,23.968842,72
復興,高雄市,60,細懸浮微粒,普通,1.7,0.22,27,25,28,13,8,10.1,1.4,1.4,101,2025-03-30 05:00,,0.2,15.9,32,1,120.312017,22.608711,71
永和,新北市,37,,良好,0.6,0.26,38,40,4,3,3,4.1,0.3,1.1,90,2025-03-30 05:00,,0.2,8.5,8,0,121.516306,25.017,70
竹山,南投縣,32,,良好,1,0.18,26,30,12,9,5,6.4,0.8,2.4,11,2025-03-30 05:00,,0.1,8,19,1,120.677306,23.756389,69
中壢,桃園市,34,,良好,0.4,0.26,36,37,7,7,6,7.3,1.2,1,18,2025-03-30 05:00,,0.2,7.3,9,0,121.221667,24.953278,68
三重,新北市,38,,良好,0.7,0.44,26,26,8,4,16,25.9,9.6,-,-,2025-03-30 05:00,,0.5,6.7,9,0,121.493806,25.072611,67
冬山,宜蘭縣,41,,良好,0.3,0.15,42,44,1,0,1,1.4,0.1,2.3,296,2025-03-30 05:00,,0.1,1.5,1,0,121.792928,24.632203,66
宜蘭,宜蘭縣,39,,良好,0.4,0.16,42,42,3,7,2,2.8,0.4,1.1,266,2025-03-30 05:00,,0.1,4.7,3,0,121.746394,24.747917,65
陽明,臺北市,43,,良好,0.7,0.24,44,46,3,2,1,2.4,0.5,1.8,330,2025-03-30 05:00,,0.2,,4,0,121.529583,25.182722,64
花蓮,花蓮縣,37,,良好,0.8,0.2,32,40,5,0,3,4.1,0.9,0.7,295,2025-03-30 05:00,,0.2,0.4,8,1,121.599769,23.971306,63
臺東,臺東縣,40,,良好,0.9,0.15,43,43,7,2,2,1.8,0,2.1,312,2025-03-30 05:00,,0.1,2.5,11,0,121.15045,22.755358,62
恆春,屏東縣,46,,良好,0.7,0.16,49,50,5,3,0,1.6,0.8,11.6,33,2025-03-30 05:00,,0.1,2.2,6,0,120.788928,21.958069,61
潮州,屏東縣,68,細懸浮微粒,普通,0.7,0.24,,24,31,17,7,7.9,0.3,1.6,33,2025-03-30 05:00,,0.2,18.8,40,1,120.561175,22.523108,60
屏東,屏東縣,58,細懸浮微粒,普通,0.9,0.24,23,26,31,13,7,7.9,0.6,1.1,309,2025-03-30 05:00,,0.2,15.2,34,2,120.488033,22.673081,59
小港,高雄市,70,細懸浮微粒,普通,1.4,0.27,22,23,26,17,12,13.9,1.4,1.3,311,2025-03-30 05:00,,0.3,19.5,33,1,120.337736,22.565833,58
前鎮,高雄市,61,細懸浮微粒,普通,1,0.25,27,25,29,16,8,8.8,0.2,2.5,24,2025-03-30 05:00,,0.3,16.2,37,1,120.30833356,22.6044507,57
前金,高雄市,56,細懸浮微粒,普通,1.2,0.25,28,25,22,12,7,7.6,0.3,3.3,348,2025-03-30 05:00,,0.2,14.4,35,1,120.28676111,22.63390278,56
左營,高雄市,58,細懸浮微粒,普通,1.4,0.24,28,26,24,14,7,7.9,0.7,2.7,23,2025-03-30 05:00,,0.2,15.2,31,1,120.292917,22.674861,54
楠梓,高雄市,55,細懸浮微粒,普通,0.2,0.22,28,28,27,12,8,8.3,0.2,2.7,50,2025-03-30 05:00,,0.2,14,32,1,120.328289,22.733667,53
林園,高雄市,72,細懸浮微粒,普通,1.8,0.27,20,19,37,20,12,12.8,0.3,1.7,31,2025-03-30 05:00,,0.3,20.2,41,3,120.41175,22.4795,52
大寮,高雄市,67,細懸浮微粒,普通,0.7,0.24,22,23,27,16,9,9.9,0.8,1.3,331,2025-03-30 05:00,,0.2,18.2,33,3,120.425311,22.56413611,51
鳳山,高雄市,67,細懸浮微粒,普通,1.5,0.26,26,25,31,16,7,9.1,1.1,1.1,258,2025-03-30 05:00,,0.3,18.4,34,2,120.357422,22.628126,50
仁武,高雄市,61,細懸浮微粒,普通,2.4,0.27,27,27,24,14,9,10.4,0.4,2.6,354,2025-03-30 05:00,,0.2,16.2,30,1,120.332631,22.689056,49
橋頭,高雄市,61,細懸浮微粒,普通,1.6,0.23,29,29,24,12,7,8.3,0.7,1.6,31,2025-03-30 05:00,,0.2,16.1,31,1,120.305689,22.757506,48
美濃,高雄市,55,細懸浮微粒,普通,0.9,0.24,24,27,20,13,5,6.1,0.2,0.4,201,2025-03-30 05:00,,0.2,13.8,25,1,120.530542,22.883583,47
臺南,臺南市,48,,良好,0.9,0.21,29,33,18,9,9,10.5,0.6,3.9,13,2025-03-30 05:00,,0.2,12,26,1,120.21947897,22.98928311,46
安南,臺南市,47,,良好,0.8,0.22,33,35,11,11,6,8,1.1,3.1,339,2025-03-30 05:00,,0.2,11.6,22,0,120.2175,23.048197,45
善化,臺南市,52,細懸浮微粒,普通,1.3,0.19,30,32,15,13,6,7.8,1.3,3.8,3,2025-03-30 05:00,,0.1,12.7,22,1,120.29740529,23.11337642,44
新營,臺南市,36,,良好,1,0.2,33,36,15,8,6,7,0.6,3.3,14,2025-03-30 05:00,,0.2,9,19,1,120.31725,23.305633,43
嘉義,嘉義市,33,,良好,1.1,0.21,31,34,11,7,5,5.2,0.2,3.1,10,2025-03-30 05:00,,0.2,8.1,16,1,120.44125148,23.46477865,42
臺西,雲林縣,37,,良好,1.8,0.27,34,40,9,6,6,6.6,0.4,7.7,28,2025-03-30 05:00,,0.2,8,20,1,120.19933333,23.702175,41
朴子,嘉義縣,37,,良好,0.2,0.14,40,40,8,8,3,3.9,0,2.2,355,2025-03-30 05:00,,0.1,7.6,18,0,120.2478,23.46538,40
新港,嘉義縣,36,,良好,1.2,0.19,37,39,14,8,5,6.1,0.4,3.9,9,2025-03-30 05:00,,0.1,8.7,17,1,120.345531,23.554839,39
崙背,雲林縣,37,,良好,,,,40,,,,,,2.8,20,2025-03-30 05:00,,,9.2,21,1,120.348742,23.757547,38
斗六,雲林縣,32,,良好,0.5,0.18,30,35,12,4,2,3.8,1,2,355,2025-03-30 05:00,,0.1,8,16,1,120.544994,23.711853,37
南投,南投縣,31,,良好,1.1,0.15,31,34,12,4,3,4.2,0.4,0.8,25,2025-03-30 05:00,,0.1,6.3,14,1,120.685306,23.913,36
二林,彰化縣,40,,良好,1.7,0.24,37,43,13,5,2,3,0.2,4.9,30,2025-03-30 05:00,,0.2,6.5,24,1,120.409653,23.925175,35
線西,彰化縣,39,,良好,1.3,0.23,38,42,0,2,5,5.7,0.1,7.8,45,2025-03-30 05:00,,0.1,3.7,9,0,120.469061,24.131672,34
彰化,彰化縣,34,,良好,0.6,0.21,32,37,2,1,5,6.2,1.1,2.1,29,2025-03-30 05:00,,0.1,4.4,9,1,120.541519,24.066,33
西屯,臺中市,38,,良好,0.8,0.23,34,41,4,1,4,5.5,0.8,4.3,0,2025-03-30 05:00,,0.1,4.5,8,1,120.616917,24.162197,32
忠明,臺中市,33,,良好,1.1,0.25,31,36,4,3,5,6.5,1.2,1.6,0,2025-03-30 05:00,,0.2,5.2,10,1,120.641092,24.151958,31
大里,臺中市,31,,良好,0.8,0.19,34,34,4,5,6,6.6,0,1.8,20,2025-03-30 05:00,,0.2,4.6,7,1,120.67844444,24.09961111,30
沙鹿,臺中市,38,,良好,0.2,0.23,35,41,3,2,4,4.7,0.4,4.5,41,2025-03-30 05:00,,0.2,5.7,11,1,120.568794,24.225628,29
豐原,臺中市,35,,良好,0.8,0.21,35,38,0,3,2,3.3,0.5,2.8,29,2025-03-30 05:00,,0.1,4,3,0,120.74252414,24.25699731,28
三義,苗栗縣,38,,良好,0.9,0.23,34,41,1,1,,,,5.8,14,2025-03-30 05:00,,0.1,3.1,3,1,120.75956754,24.38248443,27
苗栗,苗栗縣,38,,良好,1.8,0.2,37,41,0,6,4,4.8,0.7,3.8,16,2025-03-30 05:00,,0.1,6.1,6,1,120.82011468,24.56499183,26
頭份,苗栗縣,39,,良好,1.7,0.23,39,42,6,6,4,5.4,0.8,0.3,32,2025-03-30 05:00,,0.2,6.1,8,1,120.89869286,24.69690679,25
新竹,新竹市,39,,良好,1.5,0.23,40,42,4,5,3,4.5,0.6,3.9,48,2025-03-30 05:00,,0.2,6.3,9,1,120.97236752,24.8056356,24
竹東,新竹縣,41,,良好,0.3,0.21,39,44,4,0,3,3.9,0.5,4.4,47,2025-03-30 05:00,,0.1,0.6,5,0,121.08895493,24.74091408,23
湖口,新竹縣,38,,良好,1.1,0.23,40,41,8,5,3,3.9,0.8,5.5,45,2025-03-30 05:00,,0.2,5.6,11,1,121.03886894,24.90009696,22
龍潭,桃園市,39,,良好,0.9,0.21,38,42,6,0,4,4.7,0.1,6.2,58,2025-03-30 05:00,,0.1,3.9,10,0,121.21645772,24.86400048,21
平鎮,桃園市,36,,良好,0.5,0.25,37,39,7,3,7,8.2,0.7,2.8,71,2025-03-30 05:00,,0.2,6,9,0,121.203986,24.952786,20
觀音,桃園市,38,,良好,0.3,0.19,40,41,10,3,4,4.2,0,7.7,63,2025-03-30 05:00,,0.1,6.8,12,0,121.08283092,25.03556747,19
大園,桃園市,33,,良好,2.5,0.23,39,36,10,7,8,9.9,1.4,5.4,55,2025-03-30 05:00,,0.2,6.8,13,2,121.20251473,25.06100357,18
桃園,桃園市,37,,良好,1,0.25,35,40,4,2,5,6.2,0.5,1.7,55,2025-03-30 05:00,,0.2,4.6,6,0,121.30500531,24.9947107,17
大同,臺北市,31,,良好,0.5,0.3,36,34,2,5,6,7.6,1.3,-,-,2025-03-30 05:00,,0.3,7.5,8,0,121.51342074,25.06331455,16
松山,臺北市,36,,良好,1.2,0.21,39,39,0,2,3,3.8,0.2,1.4,23,2025-03-30 05:00,,0.2,6.1,5,1,121.578611,25.05,15
古亭,臺北市,37,,良好,0.7,0.22,38,40,1,5,4,5.1,0.7,1.3,62,2025-03-30 05:00,,0.2,7.3,9,1,121.529556,25.020608,14
萬華,臺北市,36,,良好,0.7,0.23,38,39,3,1,4,4.7,0.4,1.8,91,2025-03-30 05:00,,0.2,4.2,7,0,121.507972,25.046503,13
中山,臺北市,36,,良好,0.7,0.26,38,39,5,2,4,5.7,0.8,2,74,2025-03-30 05:00,,0.2,5.7,9,0,121.526528,25.062361,12
士林,臺北市,41,,良好,0.4,0.21,41,44,6,0,3,4.4,0.8,1.4,151,2025-03-30 05:00,,0.2,1.3,6,0,121.51666356,25.10334003,11
淡水,新北市,38,,良好,0.4,0.22,41,41,6,5,2,2.6,0.4,3.5,30,2025-03-30 05:00,,0.2,6.3,9,0,121.449239,25.1645,10
林口,新北市,38,,良好,0.4,0.22,41,41,3,1,2,3.4,0.5,3,60,2025-03-30 05:00,,0.2,3.8,6,0,121.36548982,25.07798949,9
菜寮,新北市,38,,良好,0.4,0.22,38,41,1,4,5,5.6,0.5,1.7,63,2025-03-30 05:00,,0.2,5.5,6,0,121.481028,25.06895,8
新莊,新北市,36,,良好,0.1,0.22,32,39,1,3,6,8,1.2,0.8,49,2025-03-30 05:00,,0.2,4.9,7,0,121.4325,25.037972,7
板橋,新北市,38,,良好,0.6,0.26,39,41,1,3,4,5.5,0.9,2.2,112,2025-03-30 05:00,,0.2,3.8,7,1,121.458667,25.012972,6
土城,新北市,38,,良好,0.5,0.24,39,41,4,4,4,5.3,0.5,1,83,2025-03-30 05:00,,0.2,7.3,8,0,121.451861,24.982528,5
新店,新北市,38,,良好,0.4,0.23,38,41,2,1,5,5.6,0.6,1,100,2025-03-30 05:00,,0.2,2.6,5,0,121.537778,24.977222,4
萬里,新北市,59,懸浮微粒,普通,0.6,0.21,45,46,33,4,1,2.2,0.5,9.5,37,2025-03-30 05:00,,0.2,8.1,38,0,121.689881,25.179667,3
汐止,新北市,38,,良好,0.7,0.2,40,41,5,3,3,4,0.9,1.1,28,2025-03-30 05:00,,0.2,5.4,8,1,121.64081,25.06624,2
基隆,基隆市,43,,良好,1.1,0.22,44,46,7,0,1,3,1,2.4,89,2025-03-30 05:00,,0.2,5.8,13,1,121.760056,25.129167,1
屏東(枋山),屏東縣,59,細懸浮微粒,普通,0.5,0.22,29,36,38,16,8,8.2,0,1.5,11,2025-03-30 04:00,,0.2,15.5,37,0,120.651472,22.260899,313
臺南（南化）,臺南市,52,細懸浮微粒,普通,0.5,0.2,30,29,16,8,4,4.9,0.2,0.8,351,2025-03-30 04:00,,0.2,12.8,19,0,120.44583156,23.04562013,312
新北（樹林）,新北市,39,,良好,0.1,0.23,40,42,8,1,4,4,0,0,156,2025-03-30 04:00,,0.2,5.1,8,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,25,,良好,0.1,0.18,27,27,0,0,1,2,0.3,0.7,123,2025-03-30 04:00,,0.2,4.2,6,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,81,細懸浮微粒,普通,2.3,0.29,21,22,37,21,13,14.1,0.4,1.6,325,2025-03-30 04:00,,0.4,23.6,46,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,41,,良好,1.1,0.19,33,34,14,11,7,7.9,0.7,2.4,358,2025-03-30 04:00,,0.1,10.1,24,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,58,細懸浮微粒,普通,1.8,0.22,28,27,23,14,11,12.2,0.4,1.7,21,2025-03-30 04:00,,0.2,15.2,28,2,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,42,,良好,0.7,0.18,37,45,6,5,2,2.9,0,0.6,11,2025-03-30 04:00,,0.1,3.5,10,0,121.82463916,24.85366672,201
員林,彰化縣,38,,良好,1.2,0.21,40,41,8,8,5,6.1,1,2,48,2025-03-30 04:00,,0.2,7.2,11,1,120.5631893,23.9615945,139
大城,彰化縣,40,,良好,2.2,0.28,31,41,7,7,10,12.2,1.7,3,48,2025-03-30 04:00,,0.2,9.8,16,1,120.26964167,23.85493056,85
富貴角,新北市,44,,良好,0.3,0.16,47,48,22,5,2,2.1,0,13.5,39,2025-03-30 04:00,,0.1,9.1,25,0,121.53656894,25.29681695,84
麥寮,雲林縣,37,,良好,1.6,0.29,39,40,11,6,4,4.4,0.4,5.3,3,2025-03-30 04:00,,0.2,7.9,22,1,120.251825,23.753506,83
關山,臺東縣,40,,良好,0.9,0.16,42,43,3,4,1,2.3,0.7,2.9,16,2025-03-30 04:00,,0.1,4.9,6,0,121.161933,23.045083,80
馬公,澎湖縣,43,,良好,0.9,0.23,41,46,13,7,2,3.2,0.7,7.7,32,2025-03-30 04:00,,0.2,8.9,16,0,119.566158,23.569031,78
金門,金門縣,36,,良好,0.8,0.26,32,36,8,5,5,5.6,0.5,2.6,43,2025-03-30 04:00,,0.2,9,17,0,118.312256,24.432133,77
馬祖,連江縣,59,懸浮微粒,普通,0.6,0.2,42,38,13,6,3,3.6,0.5,2.6,337,2025-03-30 04:00,,0.2,14.1,38,0,119.952724,26.153736,75
埔里,南投縣,53,細懸浮微粒,普通,0.8,0.24,17,23,13,8,4,4.9,0.9,0.8,310,2025-03-30 04:00,,0.2,13.1,32,1,120.967903,23.968842,72
復興,高雄市,62,細懸浮微粒,普通,1.5,0.23,26,26,29,15,9,10.5,1.2,1.8,97,2025-03-30 04:00,,0.2,16.4,33,1,120.312017,22.608711,71
永和,新北市,40,,良好,0.6,0.24,38,40,3,5,4,4.7,0.5,1.8,95,2025-03-30 04:00,,0.2,9.8,9,0,121.516306,25.017,70
竹山,南投縣,35,,良好,1.2,0.18,28,31,18,7,6,7,0.7,1.5,40,2025-03-30 04:00,,0.2,8,21,1,120.677306,23.756389,69
中壢,桃園市,34,,良好,0.3,0.24,37,37,4,7,5,6.3,0.9,1.6,38,2025-03-30 04:00,,0.3,7.6,10,0,121.221667,24.953278,68
三重,新北市,33,,良好,0.7,0.4,26,25,7,6,14,22.3,8.1,-,-,2025-03-30 04:00,,0.5,7.2,9,0,121.493806,25.072611,67
冬山,宜蘭縣,41,,良好,0.4,0.15,43,44,0,2,1,1.3,0.2,2,267,2025-03-30 04:00,,0.1,1.5,2,0,121.792928,24.632203,66
宜蘭,宜蘭縣,40,,良好,0.4,0.15,41,43,5,4,2,2.6,0.5,1.1,191,2025-03-30 04:00,,0.1,3.9,3,0,121.746394,24.747917,65
陽明,臺北市,43,,良好,0.8,0.25,43,46,4,0,2,2.5,0.4,2.2,190,2025-03-30 04:00,,0.2,,4,0,121.529583,25.182722,64
花蓮,花蓮縣,38,,良好,1.1,0.2,37,41,7,1,3,4.6,1,1.2,298,2025-03-30 04:00,,0.2,0.5,8,1,121.599769,23.971306,63
臺東,臺東縣,40,,良好,0.9,0.15,43,43,10,2,,,,2.2,313,2025-03-30 04:00,,0.1,2.7,12,0,121.15045,22.755358,62
恆春,屏東縣,47,,良好,0.9,0.15,49,51,6,4,0,1.5,0.7,9.9,33,2025-03-30 04:00,,0.1,2.2,7,0,120.788928,21.958069,61
潮州,屏東縣,69,細懸浮微粒,普通,0.8,0.24,21,25,34,18,8,8.3,0,1.1,13,2025-03-30 04:00,,0.2,19.2,41,1,120.561175,22.523108,60
屏東,屏東縣,60,細懸浮微粒,普通,1,0.24,24,28,29,14,7,8.4,0.6,1.2,296,2025-03-30 04:00,,0.2,15.9,35,2,120.488033,22.673081,59
小港,高雄市,72,細懸浮微粒,普通,1.3,0.28,23,24,28,18,12,13.5,1.4,1.3,317,2025-03-30 04:00,,0.3,20,34,1,120.337736,22.565833,58
前鎮,高雄市,60,細懸浮微粒,普通,1.1,0.26,26,26,35,18,10,10.2,0,2.9,25,2025-03-30 04:00,,0.3,15.7,38,1,120.30833356,22.6044507,57
前金,高雄市,59,細懸浮微粒,普通,1,0.25,27,24,43,11,8,9,0.3,3,349,2025-03-30 04:00,,0.2,15.3,37,1,120.28676111,22.63390278,56
左營,高雄市,59,細懸浮微粒,普通,1.2,0.33,27,26,26,12,8,9.1,0.6,2.3,22,2025-03-30 04:00,,0.2,15.3,33,1,120.292917,22.674861,54
楠梓,高雄市,56,細懸浮微粒,普通,0.7,0.23,28,28,25,13,8,9.1,0.1,3,51,2025-03-30 04:00,,0.2,14.2,34,1,120.328289,22.733667,53
林園,高雄市,71,細懸浮微粒,普通,3.6,0.28,20,21,32,18,12,12.6,0.3,2.1,358,2025-03-30 04:00,,0.3,19.9,42,3,120.41175,22.4795,52
大寮,高雄市,68,細懸浮微粒,普通,0.8,0.26,23,24,27,19,8,9.9,0.9,2.2,338,2025-03-30 04:00,,0.2,18.6,35,3,120.425311,22.56413611,51
鳳山,高雄市,69,細懸浮微粒,普通,2,0.26,24,25,25,15,10,11,0.9,1.1,237,2025-03-30 04:00,,0.3,18.9,35,2,120.357422,22.628126,50
仁武,高雄市,62,細懸浮微粒,普通,2.3,0.26,26,27,25,20,10,11,0.1,3.3,351,2025-03-30 04:00,,0.2,16.6,31,1,120.332631,22.689056,49
